id,bedrooms,price,reviews_per_month,review_scores_value
13794524,3,160.00,0.86,9
1793971,2,100.00,2.79,9
1139498,1,104.00,1.79,9
8999555,1,85.00,,
4518120,2,80.00,1.53,8
12328404,2,175.00,0.33,10
9203943,1,100.00,0.33,8
11788220,3,170.00,0.64,10
1734985,2,122.00,5.02,9
12906731,2,85.00,0.15,8
582382,3,140.00,0.23,10
13693077,3,150.00,0.35,10
3202969,1,80.00,0.64,10
12838514,0,110.00,1.57,9
4577582,1,500.00,,
16360498,3,205.00,0.85,8
15110844,1,85.00,3.44,9
8286308,2,125.00,,
6184817,2,89.00,0.45,9
11235395,1,110.00,1.30,10
7783993,1,50.00,0.56,7
8122433,1,85.00,0.58,9
913470,3,100.00,0.12,8
1790497,1,87.00,0.17,9
7198961,1,89.00,0.70,9
15191982,10,375.00,1.28,9
12970450,3,110.00,0.37,9
4613438,2,150.00,0.10,9
5667513,1,95.00,0.40,10
13728433,2,119.00,0.81,10
3308196,4,175.00,0.43,9
1429991,3,275.00,0.37,9
13292640,2,100.00,0.13,10
5334290,1,259.00,0.33,9
12475352,0,120.00,6.25,9
15693863,0,60.00,2.54,9
1545820,3,150.00,2.05,9
8163956,1,55.00,4.71,9
7232335,2,150.00,3.49,10
12512968,4,90.00,0.35,9
4762636,1,40.00,0.11,9
6805895,1,57.00,0.10,6
1958574,0,71.00,1.32,9
13619557,1,69.00,4.43,9
17162941,1,70.00,2,10
17260026,0,85.00,,
3465890,2,150.00,1.19,9
9035176,1,90.00,1.94,9
13460110,1,95.00,1.29,9
5956742,3,170.00,0.27,10
3282245,1,99.00,1.03,9
6394584,1,60.00,,
293337,1,105.00,0.17,9
17890203,0,125.00,,
16535469,4,350.00,,
10605279,0,200.00,1.07,8
13554389,2,88.00,0.66,9
15560235,2,90.00,0.20,4
15882816,1,95.00,0.94,10
1406631,2,119.00,3.44,9
9268762,2,109.00,1.56,9
2481241,1,85.00,0.60,10
17905627,1,88.00,,
9206180,2,125.00,0.49,10
15785019,1,79.00,1.67,10
3045003,3,175.00,0.21,9
3532705,1,115.00,0.19,8
2534399,0,70.00,1.13,9
6584600,2,115.00,0.10,2
11857316,1,120.00,7.44,10
17487457,0,94.00,2,9
2906645,2,200.00,0.62,9
2120210,6,175.00,0.46,10
16159389,1,55.00,6.89,8
14120438,2,150.00,1.52,9
2381731,1,99.00,0.87,10
10606494,1,75.00,1.62,9
15628281,1,100.00,0.32,10
5821422,1,125.00,0.25,9
293514,2,74.00,0.21,9
9920316,1,75.00,0.17,4
12541751,1,70.00,0.19,10
14021349,3,279.00,0.57,9
4538960,8,511.00,1.06,9
