id,bedrooms,price,reviews_per_month
10899497,1,35.00,
13623070,0,77.00,3.00
15782241,1,20.00,
14606670,1,35.00,1.76
598771,1,85.00,1.05
7201153,1,45.00,0.05
11686543,1,60.00,0.09
9222747,1,20.00,5.57
16449303,2,90.00,
16066885,1,150.00,
17874337,1,50.00,
12528095,1,35.00,5.96
924771,2,69.00,0.87
16081444,2,59.00,3.05
13314868,1,43.00,0.76
10403923,4,95.00,3.52
8732880,1,40.00,0.61
8364069,1,27.00,1.05
4150924,1,74.00,0.29
13905060,3,160.00,2.73
4473361,2,71.00,0.40
13883135,1,32.00,1.74
15672343,1,90.00,
7470638,1,60.00,0.73
3622178,1,32.00,6.83
7194200,1,42.00,2.41
4206663,1,40.00,0.32
11001199,1,55.00,3.92
2207960,1,28.00,2.23
4819958,3,64.00,1.92
11013160,1,23.00,0.34
9987434,2,65.00,0.39
9216835,1,20.00,1.47
16342266,2,100.00,2.67
12016892,0,40.00,6.59
2549284,1,30.00,
12399593,1,87.00,
7578060,1,35.00,
9856865,1,110.00,0.13
13133699,1,19.00,4.88
17530633,1,40.00,1
5892262,1,24.00,1.69
13560157,1,60.00,1.77
16083501,1,20.00,4.88
4745987,2,145.00,0.57
17198066,5,110.00,1
8514786,1,39.00,6.31
1044139,1,28.00,0.94
12644092,2,95.00,1.78
5097623,0,55.00,1.41
14348631,1,35.00,4.02
16085390,1,40.00,5.19
11467243,1,23.00,1.66
917586,1,35.00,0.61
15660043,2,70.00,3.21
1209383,1,45.00,0.36
2487986,1,30.00,2.96
9074410,1,30.00,1.71
14088024,2,105.00,1.66
1014778,2,80.00,0.46
13892731,1,72.00,0.89
16514380,1,60.00,2.26
12222024,1,87.00,
10649553,1,40.00,0.16
3014334,2,43.00,0.88
6159943,1,24.00,0.63
12909846,1,30.00,0.65
5634809,2,65.00,0.54
17136322,1,21.00,
883037,1,17.00,5.71
30711,1,149.00,
3470927,2,50.00,0.78
933326,2,120.00,1.47
586484,1,55.00,0.16
605697,1,25.00,0.20
12600216,1,15.00,0.19
16182220,2,90.00,3.66
14837481,2,70.00,3.51
10708680,1,39.00,1.01
15292998,1,78.00,3.13
2744523,2,55.00,0.83
940649,1,58.00,1.01
16701828,1,26.00,0.39
12245333,1,35.00,0.68
16013414,0,65.00,0.78
1740331,2,75.00,0.60
16109095,1,30.00,3.43
9197154,1,50.00,7.38
5623088,1,25.00,
8126314,1,26.00,3.33
6950087,1,35.00,2.33
13125827,2,70.00,0.44
3687295,1,25.00,0.25
378899,1,70.00,0.35
14434928,2,90.00,2.69
16007666,1,25.00,5.37
15647125,1,25.00,
15877338,2,61.00,2.57
3360988,1,36.00,1.15
9126200,1,28.00,0.13
16059695,1,23.00,4.92
14662180,1,16.00,3.28
3077061,1,22.00,1.33
16496508,1,50.00,
15250648,1,35.00,1.11
962975,1,43.00,0.67
5484923,1,25.00,0.09
10269715,1,60.00,0.33
1256570,1,32.00,0.23
9482284,1,30.00,7.50
11611126,1,30.00,2.28
8499249,1,65.00,0.55
16984516,2,110.00,
13314452,1,20.00,
13414026,1,51.00,0.76
15510494,2,105.00,0.31
10070953,1,25.00,1.19
5318935,2,104.00,0.55
8642152,1,55.00,0.60
862752,1,27.00,2.00
3549046,1,20.00,
9722852,2,100.00,0.56
14965685,1,23.00,3.57
8267332,2,45.00,0.89
5187006,1,42.00,0.96
15836964,1,45.00,0.23
9498579,1,30.00,0.19
15081528,1,34.00,6.75
13474060,1,25.00,9.49
14326171,1,20.00,
14735765,0,37.00,5.49
9798653,1,48.00,2.87
202066,1,25.00,1.29
13858821,1,45.00,0.12
14372147,1,25.00,0.58
18093055,2,94.00,
16552300,1,60.00,2.50
16715621,1,10.00,0.42
16092627,3,80.00,2.76
17206659,1,40.00,6
16944511,2,200.00,0.71
8482080,1,23.00,0.96
5147793,2,105.00,0.25
7048202,1,21.00,0.30
6620779,1,42.00,2.07
13469305,1,16.00,1.34
10192147,0,37.00,3.09
17925363,1,18.00,
16091165,1,26.00,6.74
4742118,1,23.00,4.83
15172799,1,12.00,8.44
16319424,1,69.00,0.31
2917257,2,79.00,6.26
5309994,0,62.00,1.59
2917180,1,49.00,3.80
15369047,1,80.00,3.46
14385634,1,28.00,
16641169,1,30.00,4.62
6160741,1,49.00,0.74
3077316,1,30.00,1.40
13992189,1,21.00,9.22
5571204,2,55.00,2.49
8684129,0,42.00,0.49
15761548,1,20.00,7.59
7340167,1,15.00,
13993747,1,18.00,
6848088,1,79.00,0.59
14837892,1,21.00,2.44
15645521,2,69.00,4.52
15459026,3,84.00,
9471684,1,49.00,6.85
17799729,1,21.00,
9471912,1,49.00,7.29
15343140,4,135.00,0.66
9128910,1,49.00,8.33
13219456,1,22.00,2.24
5616689,1,70.00,1.07
17785165,1,21.00,3
17484949,1,70.00,
16204754,1,59.00,
17784109,1,21.00,
13935272,1,33.00,1.69
3731234,1,30.00,1.77
5776887,1,55.00,1.43
10626081,2,46.00,2.18
13010527,1,29.00,1.49
676566,2,77.00,0.73
16936889,1,55.00,2
8896741,1,40.00,
13726000,1,33.00,
3139788,1,42.00,0.31
12240324,1,27.00,2.03
14317189,1,26.00,3.51
17510154,1,23.00,3
13870774,1,16.00,
16656926,1,30.00,1.17
17939045,1,25.00,
15130459,1,30.00,0.61
6911348,1,27.00,0.92
3368885,1,30.00,0.36
15633434,1,25.00,2.14
6212315,1,25.00,0.43
8810775,1,28.00,1.17
5428565,3,70.00,2.77
16798005,3,149.00,3.43
13337867,1,40.00,0.60
16067646,2,57.00,3.38
13616375,2,39.00,6.77
13558152,2,100.00,0.64
8607022,1,90.00,0.60
17003082,1,18.00,
4754971,1,30.00,
7406773,0,40.00,0.25
14620786,1,26.00,2.89
13469007,1,23.00,
10424707,1,65.00,1.62
6429068,1,32.00,0.33
5147744,2,85.00,0.86
7805438,1,35.00,0.42
17930771,2,100.00,
823377,1,18.00,0.25
1057529,1,60.00,0.09
526162,1,19.00,0.02
14098998,1,27.00,1.09
9334804,1,70.00,1.90
16910453,2,90.00,
9213689,1,90.00,0.84
15864965,1,47.00,3.52
16648904,0,36.00,2.11
14650179,4,120.00,2.44
12419683,1,22.00,7.23
17099289,4,150.00,1.40
16649376,2,95.00,1
8903383,1,30.00,0.39
3694540,1,18.00,0.17
8542505,2,90.00,0.74
14971243,1,24.00,5.14
2086594,4,800.00,0.60
8250003,3,81.00,2.80
5300343,2,100.00,1.99
14069193,3,130.00,1.81
4905237,1,39.00,1.85
15063477,2,80.00,
15391240,1,27.00,
11645536,1,25.00,
14495076,1,20.00,1.86
5124827,1,26.00,0.34
14704409,1,54.00,2.16
3506152,1,28.00,0.14
13986155,1,30.00,2.74
11660869,1,18.00,0.16
7434098,1,59.00,1.03
13758500,1,59.00,3.11
17044186,0,41.00,9.05
4018990,1,60.00,
11916120,1,18.00,9.83
1517913,2,105.00,0.06
13892058,1,10.00,
9010637,2,54.00,4.18
15105570,1,27.00,
7121506,1,40.00,
14082107,1,27.00,
15923933,1,18.00,1.29
5010168,1,35.00,3.39
2090563,1,40.00,0.67
13427874,1,49.00,0.33
14099709,1,28.00,0.16
8278501,1,53.00,4.94
8966563,1,53.00,3.18
13488516,1,17.00,3.38
7589854,1,29.00,3.38
4315001,2,29.00,0.10
17976417,1,25.00,
15649777,2,95.00,1.02
13025295,1,30.00,1.57
82681,1,85.00,0.24
17121956,1,65.00,1
18039199,1,25.00,
5488929,2,110.00,2.17
2965741,1,36.00,1.11
13024612,1,23.00,2.13
13810907,3,40.00,4.01
11737749,1,18.00,1.32
13581777,1,19.00,0.33
374465,1,20.00,0.44
15317554,2,80.00,0.38
659887,2,29.00,0.18
14890676,3,89.00,1.59
15091938,1,40.00,4.90
15218607,1,30.00,0.16
12924181,1,25.00,0.52
16823818,3,75.00,1
11645552,1,35.00,
11687542,3,150.00,
1846297,1,64.00,0.47
17181453,2,100.00,
6859105,2,86.00,0.05
5581084,3,135.00,0.61
13445117,1,500.00,0.10
337209,1,22.00,1.66
14099990,1,27.00,
15508286,2,78.00,3.82
9839407,1,49.00,1.58
15505941,1,26.00,5.14
13443026,2,80.00,0.88
4661450,1,28.00,0.70
2760065,3,121.00,0.40
8591188,1,20.00,0.35
18028886,1,49.00,
792340,1,65.00,0.45
6820638,3,120.00,3.81
9104820,1,32.00,0.54
5511208,1,40.00,4.85
12357602,1,20.00,1.51
10761927,1,29.00,2.36
16190655,2,80.00,2.52
16517730,1,20.00,0.31
1182242,3,91.00,1.93
13699554,1,24.00,0.45
16891684,1,30.00,0.73
11043638,1,29.00,2.12
16646541,1,25.00,3.12
14465109,1,20.00,7.34
9206052,1,70.00,3.01
15886709,1,26.00,1.08
14742344,2,70.00,1.87
3467177,0,32.00,3.84
11438317,0,55.00,0.42
11447114,2,82.00,0.55
14480960,1,24.00,
2923089,0,45.00,1.15
18062457,1,45.00,
18024767,2,47.00,
17139644,1,38.00,3.68
10493501,2,90.00,1.66
4667236,1,35.00,4.30
1560768,4,100.00,
15637484,1,23.00,2.17
13390251,1,50.00,2.15
12878042,1,42.00,2.24
11447498,2,123.00,0.23
12539973,1,80.00,
15445749,1,79.00,0.75
7428561,1,60.00,
16855096,1,50.00,0.48
17324690,1,37.00,6.82
14315079,1,30.00,6.03
11431731,1,71.00,
11429939,0,63.00,
11975069,2,35.00,0.89
3832234,1,50.00,0.10
4553290,2,57.00,0.52
2195187,1,22.00,0.59
17619303,1,18.00,3
13912032,2,78.00,0.27
8961749,1,60.00,0.17
8896193,1,40.00,1.07
12006561,2,140.00,1.32
2046858,1,35.00,0.16
700756,2,60.00,2.47
13448215,1,42.00,0.40
11513055,2,55.00,1.01
11447315,3,141.00,0.62
8039789,4,100.00,1.40
9280377,1,42.00,
401699,2,76.00,0.13
4690776,1,30.00,0.95
11439210,1,71.00,0.09
11438763,1,71.00,0.17
16733965,1,50.00,1.14
11439080,1,71.00,
11438088,0,49.00,
16385083,1,37.00,3.09
17324832,1,26.00,
16827722,1,30.00,
16522994,0,18.00,
499173,1,50.00,0.43
9168988,1,60.00,
9814825,1,35.00,
9773489,1,45.00,0.25
14105163,1,18.00,
9771198,1,29.00,
8386866,1,15.00,0.90
17836002,1,30.00,
9589752,1,20.00,2.68
376638,1,19.00,2.30
16597184,1,30.00,1.17
4266937,1,70.00,
12927707,1,31.00,0.84
17330064,1,35.00,1.46
6478627,1,27.00,8.11
17033161,1,28.00,0.71
17811060,3,88.00,1
17681150,3,70.00,
13582120,1,20.00,1.54
12204859,2,140.00,0.78
15938590,1,20.00,
15293357,1,28.00,2.54
9150998,1,20.00,0.23
400139,1,21.00,2.03
17700530,3,40.00,
9421378,1,30.00,0.73
11058704,3,185.00,0.15
16120196,2,50.00,
8601284,1,22.00,0.68
13071195,1,14.00,0.30
17542987,3,129.00,1
2588548,2,110.00,0.11
8574490,1,29.00,2.12
11272458,1,22.00,0.39
5596196,1,95.00,0.29
17914266,2,74.00,
16169525,1,40.00,
3897893,2,65.00,1.93
5155333,1,93.00,0.38
15366152,2,120.00,0.63
5567395,1,85.00,1.31
12642987,1,50.00,
11860214,3,130.00,1.13
16722483,1,15.00,3.12
1206122,1,90.00,0.41
12052167,1,90.00,
923645,1,100.00,0.15
16336454,1,30.00,2.88
9935338,2,150.00,0.87
14156890,1,52.00,1.65
8363447,2,70.00,0.21
2954308,1,90.00,0.11
4822192,1,38.00,0.69
16425696,2,80.00,1.08
18027975,1,46.00,
17040490,3,209.00,2
6720967,1,20.00,
14590906,1,25.00,
9287576,4,258.00,0.41
7753419,1,60.00,1.71
9359210,1,29.00,
9658630,1,22.00,4.20
12079235,1,22.00,1
8731253,1,70.00,1.03
6629344,1,60.00,1.77
3783948,1,26.00,0.99
3384285,1,90.00,0.21
6677198,1,30.00,2.44
6013907,4,110.00,1.48
5418925,1,35.00,2.05
5071860,1,85.00,1.41
13236017,2,150.00,0.50
12362873,3,121.00,0.48
17653163,3,150.00,
15020646,1,55.00,0.30
1039454,1,90.00,0.14
13557090,1,150.00,0.16
4161286,1,80.00,
3735410,1,90.00,0.26
12642625,1,18.00,
12774424,1,45.00,0.09
14347727,1,40.00,
8351488,1,23.00,0.43
6549680,1,25.00,1.70
9272704,3,149.00,0.58
2554686,2,75.00,1.88
425616,2,120.00,0.41
3733819,1,80.00,0.09
2380554,0,75.00,0.29
15004131,1,26.00,2.36
16240876,1,53.00,
13984606,1,29.00,0.29
15110493,1,60.00,0.44
548995,2,80.00,1.68
18045176,3,150.00,
11983038,1,90.00,1.15
17754022,4,40.00,
4936409,5,110.00,0.63
7359826,1,30.00,0.78
7064273,1,50.00,0.05
10765840,1,70.00,3.40
6505335,1,65.00,3.81
6997848,1,30.00,
11551807,1,80.00,
12304349,1,70.00,0.81
6568035,2,95.00,2.33
5389230,3,120.00,2.73
10795353,1,80.00,1.59
12380195,1,30.00,3.28
9877244,2,80.00,2.81
17840543,2,55.00,
15184800,3,150.00,2.30
5419338,1,35.00,0.24
11809284,2,130.00,0.27
3026471,1,80.00,0.26
1609815,1,28.00,1.42
10563232,1,36.00,2.45
9971914,1,30.00,4.38
1847117,1,40.00,0.65
9788198,1,90.00,0.14
4334255,2,80.00,0.91
1877039,1,70.00,0.26
13213701,1,38.00,0.10
13017298,3,179.00,0.28
7606746,2,130.00,0.87
14586191,3,160.00,1.18
15503557,3,120.00,0.54
3901968,1,30.00,2.59
11634884,1,40.00,
17296243,3,40.00,1
9143839,2,69.00,1.47
2997184,1,40.00,1.53
497706,1,60.00,2.12
13220744,1,25.00,3.72
785506,1,95.00,0.17
16393723,3,150.00,1.84
7598513,2,59.00,0.17
838698,1,22.00,5.63
7069975,1,84.00,0.06
17726373,1,21.00,
13969282,1,45.00,
10448769,3,95.00,0.25
17876028,1,45.00,1
4308225,1,60.00,4.63
7091146,0,48.00,3.64
17537563,4,536.00,
3680650,2,80.00,4.58
16865831,2,75.00,3.87
8432059,1,104.00,0.46
10676318,0,60.00,0.14
7919524,1,52.00,0.42
7859468,1,55.00,0.21
17690702,1,130.00,
4631418,1,70.00,
10063735,2,75.00,0.75
10063731,2,80.00,1.42
1448440,1,30.00,0.02
6199834,0,80.00,3.39
13015675,2,125.00,0.98
9408697,1,130.00,0.14
1940231,2,42.00,3.55
597038,2,210.00,1.60
10063734,2,80.00,0.95
13189928,1,27.00,2.30
6229345,1,37.00,0.26
12787414,1,17.00,10.00
12787732,1,65.00,1.79
12492955,1,69.00,3.24
17774329,2,149.00,
7275049,2,220.00,0.17
4400498,1,85.00,3.52
1292772,1,12.00,
6906361,3,200.00,
16224410,1,35.00,0.77
2019799,1,90.00,0.09
14180814,1,50.00,3.04
6379290,1,45.00,1.36
9379902,2,139.00,0.19
4009274,1,95.00,0.23
10488687,1,35.00,1.70
15516603,3,158.00,0.23
11440337,1,40.00,0.24
7268832,1,130.00,0.31
17948791,1,25.00,
814870,1,20.00,0.28
17166450,2,145.00,0.73
15332078,2,59.00,6.84
6485459,1,205.00,
9295135,4,299.00,0.46
15529465,1,47.00,3.86
6484871,2,260.00,0.06
15066435,2,150.00,0.94
4535529,2,120.00,0.95
10063740,2,80.00,0.41
17718074,2,250.00,
6272509,1,50.00,
16131041,2,120.00,2.27
14832620,4,140.00,0.79
5994463,1,60.00,0.50
970485,5,365.00,0.88
838712,1,20.00,2.57
14435238,2,100.00,2.08
9323325,1,60.00,0.32
11649258,1,72.00,2.46
9780883,3,280.00,0.19
15153199,1,45.00,6.45
17041499,3,285.00,
5198523,2,150.00,0.05
6336425,1,50.00,
11970676,1,38.00,7.27
13968895,1,90.00,
3679673,3,150.00,0.51
6035803,2,90.00,1.39
7472261,4,235.00,1.74
15277531,2,285.00,0.37
11834280,1,59.00,3.13
10063741,2,65.00,1.22
10063739,1,50.00,0.63
10063730,1,45.00,0.38
17401060,2,100.00,2
16909270,2,110.00,7.06
16696959,3,105.00,0.91
7524816,1,35.00,0.11
12690132,1,45.00,0.36
9160220,1,80.00,0.06
14588129,1,30.00,0.18
361053,2,60.00,1.68
15275438,1,28.00,1.11
361488,3,3,000.00,
9364083,3,90.00,0.92
500742,3,110.00,
2319136,2,120.00,0.38
14299212,1,70.00,0.38
13425303,2,70.00,
13543047,1,24.00,1.86
2157675,2,105.00,0.08
4945181,0,75.00,2.29
1727101,3,3,000.00,
17815497,2,120.00,
15353626,1,30.00,2.45
12894797,2,100.00,
15583308,1,30.00,5.58
12694501,3,100.00,0.31
17041402,1,25.00,0.73
6478626,1,28.00,7.71
14587450,1,40.00,
14681869,2,60.00,2.57
3534696,3,95.00,2.69
1090988,1,30.00,1.67
14737315,1,150.00,
15729253,1,45.00,1.06
16171987,1,77.00,
10737723,0,85.00,0.23
15588642,1,45.00,8.77
17362059,1,106.00,0.68
15331684,1,34.00,1.80
13844318,4,579.00,0.48
4046594,1,45.00,0.20
15250309,1,99.00,
9268644,3,283.00,0.20
13726841,1,35.00,
17259719,2,250.00,
2744574,4,3,189.00,
8142070,2,160.00,0.32
9288847,3,345.00,0.21
7562216,1,65.00,4.39
15765960,1,85.00,1.43
7269124,1,71.00,1.71
13025008,1,70.00,0.10
11489220,2,95.00,0.54
15959710,1,65.00,2.14
7258543,0,80.00,1.52
17487122,0,100.00,1
16970352,3,340.00,1.84
16473640,1,140.00,1.63
6123814,1,90.00,0.43
4941335,0,58.00,2.03
16379043,5,595.00,1
8663494,2,206.00,1.25
5799675,2,79.00,2.02
17328265,1,100.00,
16910523,2,130.00,1.90
7704180,2,130.00,1.05
4004463,1,45.00,
16161222,1,75.00,1.30
14947611,0,98.00,2.59
12589570,2,155.00,0.34
14503873,1,27.00,0.56
6394033,2,260.00,
13277971,2,150.00,
400303,0,60.00,4.32
16849985,3,494.00,
18029659,4,577.00,
1050948,1,30.00,1.49
17009161,2,60.00,
15298033,1,125.00,2.14
14720850,1,130.00,
6455985,4,356.00,
13934525,1,70.00,0.12
17503846,3,170.00,
18103045,4,218.00,
11537530,2,285.00,0.32
17405576,1,128.00,
1152829,1,85.00,0.45
13687099,2,98.00,4.85
16322022,1,88.00,0.31
9292715,2,160.00,0.10
6547415,2,260.00,0.30
6469571,1,90.00,1.59
9162754,3,536.00,0.74
12865545,2,180.00,0.19
17817887,2,150.00,
6896447,1,60.00,2.94
15444216,1,50.00,
15968763,2,170.00,0.62
1203331,0,49.00,0.62
8217147,1,155.00,
12510355,0,70.00,3.28
17356459,3,160.00,
5044640,1,100.00,0.66
11652752,1,72.00,0.35
6890481,1,49.00,1.91
15819081,2,170.00,2.14
4798571,1,120.00,0.27
17886112,2,120.00,
14764845,1,77.00,0.63
3702677,1,110.00,0.03
16542543,3,259.00,0.97
3641941,1,34.00,0.35
13869223,1,79.00,0.33
14152054,1,75.00,0.66
4756811,1,26.00,0.57
16347812,1,78.00,3.60
922397,1,60.00,0.81
15332216,2,70.00,
16345239,1,69.00,1.80
2586229,1,50.00,
11601340,2,120.00,2.15
11670553,1,90.00,0.42
15825062,1,108.00,2.24
14318907,2,150.00,0.71
8975384,4,170.00,3.20
1797544,1,115.00,0.13
17912070,1,120.00,
7680208,2,200.00,0.16
5564461,2,80.00,2.01
11527252,1,49.00,
17750073,1,23.00,
11360894,2,120.00,0.28
17742576,2,237.00,
10247033,1,37.00,0.37
1079722,1,30.00,1.46
16746286,4,556.00,
17290018,3,190.00,2.25
17493737,0,30.00,1
8790721,0,80.00,0.90
282715,2,198.00,0.59
15814755,1,90.00,1
14464866,2,247.00,0.15
82481,1,60.00,1.37
15912051,0,75.00,2.48
17966078,0,69.00,
16276187,1,55.00,
10110463,0,70.00,0.84
17638986,1,109.00,
740200,2,200.00,0.25
13713199,1,19.00,
12811487,2,155.00,1.07
6980458,2,216.00,0.19
17740058,1,30.00,
7943778,1,120.00,0.09
7278537,1,27.00,1.21
13043803,1,105.00,0.21
4408597,3,220.00,0.12
13906857,1,80.00,0.25
16559413,1,27.00,0.76
6308206,2,139.00,0.10
16167470,1,39.00,0.82
8825666,1,55.00,0.61
6892147,2,211.00,0.07
12298555,2,80.00,1.19
16265040,2,180.00,2.52
15763419,1,150.00,1.50
14624616,1,126.00,
17638768,1,106.00,
13411313,2,180.00,0.34
15673314,2,60.00,1.49
17605321,1,80.00,
17375880,0,70.00,1
16490785,5,600.00,3.09
11557182,1,40.00,
9901912,1,14.00,
10262891,2,385.00,
14517246,1,50.00,0.45
9639251,2,310.00,0.35
6296349,1,150.00,0.09
4202082,1,27.00,0.22
10115291,2,119.00,2.24
15505213,0,100.00,
4001706,1,95.00,0.05
3116679,3,260.00,0.30
12553745,2,310.00,
6483161,1,260.00,
560941,1,110.00,0.19
7471750,1,65.00,1.59
15142018,4,380.00,0.36
5999942,3,210.00,0.38
4523822,0,69.00,2.55
6652677,1,60.00,0.09
525410,0,61.00,2.33
3613370,0,60.00,
17991145,1,90.00,
13156492,2,245.00,1.01
14909890,2,250.00,0.60
16646591,2,160.00,0.73
17301555,1,114.00,
13076367,1,30.00,0.83
12878396,0,80.00,0.60
9830513,2,145.00,0.52
16970252,1,40.00,3.96
15586368,1,35.00,6.86
11113740,1,26.00,5.08
7824021,1,35.00,0.55
3166655,1,78.00,0.78
16791225,0,40.00,2.14
6836438,1,40.00,0.62
3962279,1,60.00,2.36
16463906,1,30.00,4.02
12289947,1,36.00,6.81
17034103,1,45.00,5.71
18018327,3,150.00,
14088980,2,65.00,3.51
13721095,2,130.00,1.98
758823,2,100.00,2.37
16184150,1,55.00,0.34
18056872,2,140.00,
16934877,2,80.00,3.81
15157921,2,165.00,0.87
18016255,1,25.00,
14725804,1,36.00,6.08
17526202,1,90.00,4
18020469,1,30.00,
12979656,1,90.00,0.44
18093383,2,80.00,
6074836,2,140.00,
11276204,1,42.00,
11101932,2,110.00,0.79
13911480,1,11.00,
10847533,0,45.00,3.25
10442917,2,150.00,
13389867,2,143.00,0.43
15334146,2,100.00,
15561819,1,110.00,0.62
16059967,1,51.00,
14083358,2,50.00,0.26
4154794,1,94.00,0.37
1473278,3,175.00,0.34
8121052,3,78.00,1
4468550,2,90.00,0.79
16539166,1,42.00,1.33
17938845,2,110.00,
12808440,1,59.00,0.14
4626346,3,190.00,2.01
13528325,1,25.00,0.64
17209363,0,50.00,
1710251,2,94.00,4.33
6701705,2,200.00,2.91
12416420,2,160.00,0.88
558690,3,100.00,0.66
8001913,2,125.00,2.50
16265766,1,120.00,0.63
3477490,0,85.00,0.14
7014072,2,180.00,0.24
15933969,1,19.00,0.86
11014492,4,190.00,0.71
7800877,1,60.00,
6588575,1,115.00,
1482007,1,35.00,1.63
9011586,2,120.00,0.25
9608728,1,22.00,0.49
6263965,2,185.00,2.07
11371812,1,78.00,1.30
15897830,1,42.00,0.23
17526322,1,30.00,
13435361,3,74.00,0.38
4986319,1,39.00,
13148274,1,45.00,0.57
16687219,1,25.00,1.72
6002287,2,90.00,1.54
5342141,3,220.00,0.59
18091306,1,47.00,
6889792,2,80.00,2.96
4031534,3,75.00,0.23
13159454,1,36.00,1.67
6154219,1,75.00,1.14
4969825,1,125.00,0.27
5098696,1,34.00,0.41
13219664,1,25.00,1.14
12279911,0,50.00,7.26
14627849,2,110.00,2.41
6207702,1,90.00,0.05
5791993,3,140.00,0.61
3756051,1,38.00,0.08
15585365,1,35.00,7.75
12328273,1,80.00,0.37
15585534,1,45.00,3.90
47957,2,84.00,0.61
10670998,2,258.00,0.07
14701802,1,27.00,6.11
12145984,1,45.00,3.47
17074874,1,35.00,
12927266,1,55.00,0.16
14800635,1,33.00,5.45
17586033,2,55.00,1
11447914,1,60.00,0.09
16046655,1,45.00,1.00
15159063,1,35.00,0.18
5004249,3,150.00,
6959906,1,55.00,0.55
15741706,1,25.00,3.83
16388332,2,100.00,0.31
5332205,0,60.00,0.04
16485458,1,120.00,
15033940,2,95.00,1.37
17904558,1,40.00,
16702853,2,200.00,0.77
10662917,1,90.00,0.14
17718840,2,140.00,
1042535,1,15.00,0.13
15204209,1,69.00,3.28
4155615,2,170.00,
15574744,2,136.00,2.53
9236168,1,39.00,0.52
15531449,1,58.00,1.88
883469,3,179.00,1.19
4961986,2,175.00,0.34
13598095,1,34.00,0.12
6913490,1,75.00,1.59
13792962,1,25.00,
17459831,3,115.00,
7732757,2,150.00,2.41
15203206,1,40.00,0.79
8335074,1,60.00,0.74
8680097,1,58.00,5.02
2356309,2,105.00,3.51
13530172,1,30.00,0.47
12677042,1,450.00,
14624618,1,163.00,
222076,1,110.00,0.09
3531547,2,50.00,2.93
4679716,1,120.00,0.96
10805912,2,170.00,1.33
8511864,2,85.00,3.44
10051494,2,130.00,0.20
12050324,1,50.00,
2383634,3,120.00,0.31
2711676,1,80.00,0.38
3955509,1,60.00,
15404978,3,80.00,4.31
15587893,1,45.00,8.90
6584759,2,310.00,
6773850,2,80.00,0.57
15653969,1,33.00,4.76
15907327,1,60.00,0.41
5331882,1,70.00,0.12
3824546,1,85.00,
13818220,2,60.00,
11445011,1,125.00,
8288954,1,95.00,1.22
16733491,1,65.00,3.21
11490236,2,99.00,0.89
12796420,1,42.00,1.00
7262344,2,80.00,0.87
12374082,0,80.00,1.77
15587095,1,45.00,7.74
16698987,2,190.00,0.54
17517955,1,25.00,1
12371626,1,35.00,
16007786,1,35.00,1
13620043,1,58.00,2.49
16105694,2,88.00,1.01
6995760,2,110.00,2.07
1138633,2,79.00,0.41
17709941,2,120.00,
17251783,3,180.00,1.88
8469941,2,82.00,1.15
5749070,2,158.00,0.12
5676811,2,130.00,1.28
18037225,1,30.00,
13219477,1,21.00,0.14
16162365,1,35.00,0.97
1491263,1,37.00,0.29
15725553,1,79.00,2.44
2701211,2,140.00,0.66
15758205,2,155.00,0.20
16866727,1,30.00,4.29
9450274,3,380.00,0.17
5517924,2,69.00,2.57
9875841,1,40.00,0.17
406341,1,23.00,0.91
17019062,1,100.00,
3025668,1,85.00,0.29
17804639,2,32.00,1
17729317,1,28.00,
13494427,1,45.00,
11184537,2,140.00,1.35
1126038,1,45.00,0.27
13477810,1,30.00,
14754929,1,33.00,5.68
17900502,1,39.00,
8496810,2,200.00,0.23
7347896,1,19.00,0.22
16745343,2,237.00,0.61
16982161,,30.00,1.40
7314378,1,25.00,3.87
12163263,2,80.00,2.29
17539277,2,80.00,
15768899,1,50.00,
12754177,1,34.00,0.63
15606231,3,130.00,2.13
16116279,1,45.00,2.69
16848849,2,100.00,2.21
12283551,1,32.00,1.93
14626456,2,90.00,3.52
14456428,1,30.00,1.54
7050623,2,85.00,0.71
3314361,1,90.00,0.16
3773051,1,28.00,1.92
17568223,1,55.00,2
2167957,1,39.00,0.61
13407343,1,90.00,0.30
115429,1,75.00,0.27
17404762,1,14.00,
3947887,2,110.00,3.69
16584892,1,35.00,
13864176,1,35.00,0.34
12127413,3,160.00,0.47
7570055,1,80.00,0.05
15863535,8,399.00,0.54
15076384,2,85.00,4.09
15696373,1,29.00,4.21
14814130,1,36.00,6.23
5638366,2,140.00,0.41
15583213,1,45.00,10.32
6292606,2,80.00,0.52
15205912,2,45.00,7.50
6456087,1,90.00,0.39
13206269,1,30.00,
16555353,0,29.00,0.79
2520679,1,75.00,1.34
14949924,1,48.00,0.79
16475865,,35.00,0.31
6164389,1,20.00,0.09
15193714,1,62.00,
13432626,1,59.00,0.54
10648853,1,50.00,0.90
17665429,3,80.00,10
8530533,1,85.00,0.56
14829973,1,60.00,0.88
16140560,2,36.00,1.44
2975510,3,130.00,0.31
3136557,2,100.00,0.62
7759083,1,17.00,
17733934,1,40.00,1
16715691,1,70.00,0.61
2207057,1,75.00,0.47
16974076,1,49.00,2.31
15012720,3,60.00,0.16
8591934,1,56.00,3.70
15144113,1,20.00,1.11
756745,2,85.00,0.36
15813820,1,25.00,0.64
11479133,2,75.00,0.53
14800051,2,65.00,0.17
6663211,1,29.00,0.11
12670680,3,94.00,0.99
