id,bedrooms,price,reviews_per_month
13653339,1,40.00,3.88
5702125,2,95.00,1.08
2654613,0,30.00,4.24
5736797,1,69.00,3.00
4358430,1,60.00,2.42
17760935,1,99.00,
14909978,8,475.00,
12189806,1,55.00,5.52
14909549,4,160.00,1.57
9147738,1,29.00,1.35
17947723,0,60.00,
2139598,1,36.00,2.17
15325421,1,75.00,1.79
11590181,1,27.00,6.09
10681391,1,45.00,0.83
16310795,1,26.00,4.59
7059693,1,24.00,0.65
17923397,1,100.00,
4634674,2,75.00,3.35
11248487,1,30.00,2.74
9291794,1,40.00,7.15
17680689,1,19.00,2
1449043,1,33.00,3.65
12900188,2,190.00,0.97
7590341,1,68.00,4.16
15333046,1,69.00,2.31
9456280,1,120.00,1.24
17619262,1,21.00,3
16350024,1,24.00,
14383431,1,67.00,1.83
18047501,1,35.00,
9811664,1,68.00,1.83
6117776,1,59.00,3.28
17888102,1,23.00,
16736180,2,100.00,3.93
286550,3,113.00,0.39
5950516,0,58.00,0.92
14961697,1,130.00,0.54
12622953,1,44.00,1.98
12804902,1,75.00,4.03
13791177,1,99.00,
948141,1,99.00,2.92
17919682,2,209.00,
8606565,0,47.00,1.66
11051108,1,39.00,2.69
7431832,1,50.00,
5621189,1,60.00,3.38
537401,1,29.00,0.38
17167606,2,150.00,0.75
13556608,3,223.00,3.16
15879980,1,80.00,2.01
16372779,1,75.00,0.88
10411992,1,50.00,1.24
894495,1,70.00,3.69
17260294,2,149.00,2.50
6934536,1,100.00,
17376348,1,30.00,0.71
5301455,1,65.00,6.79
17015121,,120.00,
818291,1,70.00,0.51
13582305,1,49.00,1.46
17026688,1,80.00,5.89
12350839,2,85.00,0.44
16252782,1,22.00,3.59
588692,1,30.00,
8345256,1,42.00,2.33
3811675,1,25.00,0.04
12867463,1,60.00,0.73
9559303,1,29.00,0.82
15833630,1,55.00,0.45
16532638,1,59.00,
4634466,3,65.00,2.72
599885,1,34.00,1.89
183353,1,50.00,0.64
8289740,1,70.00,2.58
9862245,1,50.00,1.54
4634057,1,45.00,4.51
6542642,1,69.00,6.66
15450153,1,55.00,1.62
17306381,2,427.00,
17530741,1,29.00,3
18107706,1,14.00,
7579450,1,120.00,1.17
14476523,1,69.00,0.89
5822353,1,32.00,1.72
11788151,1,30.00,1.78
7208137,1,20.00,5.45
16631162,1,19.00,4.23
16490989,1,23.00,5.37
3811130,1,20.00,
1199341,1,29.00,0.29
17155578,1,40.00,
8500936,1,32.00,0.05
1659406,1,80.00,1.60
15266377,1,65.00,4.76
468202,1,59.00,2.33
15168761,0,50.00,6.84
3516746,1,60.00,2.86
6462525,0,54.00,5.55
7907450,1,55.00,1.67
17767039,2,136.00,
16022202,2,144.00,
3533083,0,50.00,3.38
16024004,3,120.00,2.59
3811399,1,25.00,0.05
15523261,1,30.00,
7336831,4,40.00,0.58
817848,1,60.00,2.16
2906165,0,55.00,2.62
5760626,0,75.00,0.33
1496514,2,125.00,0.36
6023052,1,33.00,
4599699,1,18.00,0.44
16249738,1,44.00,4.29
8754976,1,69.00,1.76
9304769,0,125.00,0.29
13818564,1,25.00,0.96
13728226,2,275.00,1.07
13887097,1,85.00,
15790206,1,80.00,2.86
15975417,2,70.00,2.62
4472717,2,150.00,0.59
14017653,0,40.00,3.05
16265296,1,18.00,
7813405,1,30.00,3.50
17570568,1,25.00,3
17309490,1,85.00,1.50
136048,1,35.00,1.59
17313635,2,145.00,0.83
6964546,2,105.00,3.53
12902789,0,43.00,3.22
10068669,0,35.00,2.54
40718,1,66.00,0.84
3018492,1,50.00,0.04
11260503,5,200.00,1.99
9404425,1,180.00,0.06
12964587,1,65.00,0.43
17804636,1,178.00,
1758858,2,195.00,
10803380,1,18.00,1.81
5795837,1,29.00,3.07
814586,2,79.00,2.12
17903295,0,139.00,
17713908,2,25.00,
2954743,2,90.00,0.27
15394125,1,81.00,3.56
9193422,2,80.00,2.05
13818123,1,30.00,0.23
12578084,1,65.00,4.81
1864170,1,185.00,
17439558,2,95.00,
17693064,1,110.00,
15335503,1,75.00,0.49
3047251,2,135.00,1.26
15016644,1,30.00,0.16
16571690,1,50.00,
12746811,7,300.00,1.14
3195957,1,83.00,2.23
17953866,1,75.00,
1335588,1,59.00,1.67
1605637,,45.00,4.13
14346661,1,45.00,0.31
5833459,1,20.00,
3091035,1,79.00,2.26
9443277,1,150.00,0.07
10721228,3,210.00,0.69
16450772,1,75.00,7.28
11638814,1,75.00,1.57
6221081,1,55.00,2.42
6950554,0,40.00,4.43
4097041,2,60.00,2.23
13731183,1,75.00,3.01
8949502,1,55.00,
10950829,1,79.00,3.45
16881869,3,95.00,2.94
14063829,0,60.00,0.16
7908267,0,45.00,2.22
15014198,1,50.00,4.51
15894069,4,127.00,0.41
6885289,1,65.00,0.05
4561265,1,14.00,0.88
4722678,2,69.00,0.73
16287152,1,30.00,3.83
13615807,1,65.00,2.72
14916175,1,150.00,0.98
4788357,2,49.00,0.07
3245948,1,79.00,1.73
8493773,2,160.00,1.13
1806562,1,75.00,2.69
15896853,1,65.00,0.55
14752527,0,73.00,3.04
6791765,1,29.00,0.78
12063127,1,49.00,2.67
10160159,2,160.00,0.16
13022873,2,50.00,1.86
2590826,2,500.00,1.38
1005240,1,69.00,1.88
10164112,4,250.00,4.84
12355716,2,140.00,
6980777,1,57.00,3.73
2658864,1,45.00,0.58
15897965,1,70.00,0.71
891946,1,80.00,0.12
16058604,2,75.00,0.95
17407894,1,120.00,
14553765,3,240.00,3.18
17375892,1,33.00,4.17
13079224,1,59.00,0.10
5802369,1,86.00,1.36
2071832,2,75.00,1.02
16484795,6,525.00,
15501758,2,100.00,0.64
15373188,1,74.00,
8985958,1,30.00,6.16
13213088,1,54.00,0.36
15179188,1,35.00,0.73
9557761,1,35.00,3.50
5179956,1,78.00,1.71
8651165,1,65.00,3.72
13535856,2,185.00,1.06
11050585,0,49.00,2.65
14586995,0,50.00,1.00
11218877,4,110.00,2.44
13407357,1,69.00,3.14
3675274,2,220.00,0.36
17695237,1,53.00,3
13535942,1,30.00,2.00
11738898,1,45.00,0.91
16419614,2,79.00,0.71
12820273,1,24.00,6.81
4577504,1,76.00,0.89
15540959,2,109.00,0.76
9872089,1,85.00,2.28
16223120,1,19.00,3.27
15340942,1,55.00,4.24
2982617,3,90.00,1.62
5054477,1,35.00,
3146468,1,35.00,3.37
17276970,1,35.00,
8916006,2,120.00,
1318990,3,206.00,0.08
17695580,1,26.00,
1114960,0,65.00,4.14
8331406,2,115.00,1.49
3574841,1,38.00,8.51
5215853,2,95.00,0.92
16387269,1,42.00,
3481801,1,55.00,3.11
16712619,0,85.00,0.41
16490797,1,31.00,3.13
15210198,1,75.00,0.90
14950717,1,50.00,3.14
16321849,2,76.00,3.00
4659079,1,69.00,1.58
759577,1,49.00,0.04
759575,2,98.00,1.01
17307472,1,69.00,5.74
1283907,1,75.00,0.63
11240529,1,30.00,2.62
15898462,1,32.00,1.46
11469945,1,83.00,3.68
14346194,1,35.00,
11810151,3,150.00,0.65
183309,3,120.00,0.11
7895708,1,150.00,
183346,1,50.00,0.29
7596070,2,100.00,0.06
6507746,1,90.00,0.07
8332052,1,50.00,1.49
5781150,2,160.00,0.21
11259163,1,75.00,2.52
4891538,0,50.00,2.42
14299303,1,55.00,4.20
374558,0,54.00,1.90
11248646,1,35.00,2.70
3810592,1,16.00,0.03
8413359,0,65.00,
8829046,1,48.00,0.36
5842217,0,74.00,3.19
13908187,1,50.00,5.39
15912862,3,146.00,3.43
5159286,1,77.00,5.46
6713526,0,60.00,1.44
7065656,1,20.00,4.83
24836,2,100.00,0.43
3811020,1,25.00,0.04
4889543,1,55.00,4.33
16038687,0,65.00,0.76
3811147,1,17.00,
10992446,2,87.00,3.30
13717999,2,100.00,0.55
8267151,1,33.00,0.17
15979020,1,100.00,2
10173506,4,150.00,1.86
16791659,2,79.00,5.42
14854217,1,140.00,0.52
13286529,4,220.00,0.17
5493401,1,18.00,0.19
17879735,1,250.00,
6367361,1,90.00,0.22
8469691,4,37.00,0.55
1659585,2,100.00,2.22
14231768,1,60.00,2.63
2800948,1,35.00,2.68
9644304,2,180.00,
15337174,1,90.00,0.23
9649549,1,48.00,1.67
13259665,1,30.00,
16110483,1,77.00,1.03
11845032,1,54.00,3.21
14082176,1,45.00,3.38
14311926,1,65.00,1.24
600476,1,80.00,4.92
5592119,2,100.00,0.74
11898401,1,70.00,1.69
4674663,2,100.00,0.11
11152010,1,55.00,0.84
4153874,1,120.00,0.19
8180866,0,50.00,4.98
18104115,0,33.00,
13751531,1,42.00,0.57
16012527,2,80.00,1.33
16727927,0,60.00,8.21
12440879,1,30.00,
6444356,1,45.00,
671660,2,90.00,1.54
11195732,1,80.00,
7908181,0,47.00,1.81
11359621,1,50.00,0.09
13154539,2,185.00,1.43
3478893,2,89.00,3.89
6644323,1,28.00,0.09
1496523,1,80.00,0.05
10038368,1,75.00,
16138742,2,190.00,0.71
1627847,1,54.00,2.68
7946804,1,86.00,3.98
3943668,0,45.00,3.60
8214326,1,25.00,1.33
15215975,1,95.00,
11939172,2,100.00,
6510436,1,70.00,
7362416,1,50.00,
5292745,1,68.00,0.04
11808208,2,90.00,0.63
17182187,1,80.00,1.46
12867530,1,80.00,0.71
1420803,0,40.00,2.17
7659665,2,270.00,2.13
8891959,1,48.00,0.46
5169971,2,150.00,0.08
15019684,1,60.00,3.27
214000,2,99.00,1.51
14342329,0,45.00,4.04
10273886,2,95.00,
7062683,1,70.00,
18101200,2,105.00,
1958786,1,72.00,0.20
6543624,1,80.00,0.60
15282015,1,70.00,2.14
4154283,1,100.00,0.14
1762237,1,185.00,
13742018,0,89.00,
4599821,1,20.00,0.66
5752320,1,33.00,4.57
1956372,1,45.00,2.83
12901028,0,43.00,3.83
7486307,1,100.00,0.25
11749213,1,44.00,1.65
13742348,0,89.00,
9384196,0,45.00,2.08
17652474,1,17.00,2
17281377,1,100.00,
482088,1,88.00,0.72
13228889,1,50.00,0.43
14436432,1,120.00,0.96
9526162,1,66.00,0.09
13818780,1,25.00,
930317,1,34.00,1.62
6342881,1,74.00,0.37
14476485,4,129.00,2.94
8021172,2,85.00,4.06
11426850,1,45.00,0.44
18100901,3,85.00,
12006072,0,60.00,0.16
8283468,1,70.00,0.53
16266024,1,28.00,1.84
16780361,1,62.00,6.00
11225565,1,60.00,2.91
13458707,1,20.00,1.35
5039601,1,50.00,1.51
13887060,1,79.00,
15394414,1,50.00,0.18
14273196,1,60.00,
9365164,0,47.00,1.38
12543681,1,70.00,1.84
16309751,1,45.00,0.62
5223509,1,50.00,1.15
18628,0,49.00,0.42
15034204,1,55.00,4.13
5026978,0,74.00,3.01
1740906,0,50.00,3.59
12006599,1,70.00,3.82
17301393,1,95.00,1.43
17846666,1,20.00,5
17530866,1,29.00,1
9306092,1,60.00,2.59
17164640,1,35.00,1.84
14444917,1,95.00,2.35
1468987,1,70.00,1.40
11194812,2,120.00,0.39
13134531,1,59.00,1.91
17885951,1,40.00,
92920,1,50.00,0.84
9366458,1,90.00,
4713430,1,100.00,0.12
17693868,1,31.00,
12938485,1,70.00,6.64
13724969,2,130.00,0.11
17431779,1,65.00,2
16444917,1,72.00,3.94
14085661,1,35.00,7.00
6319799,1,55.00,6.02
1928953,2,500.00,1.65
7794605,1,24.00,1.68
5796110,1,20.00,2.82
9793892,1,40.00,0.24
16806308,1,31.00,5.25
16361545,1,69.00,1.84
13791876,1,120.00,0.23
13988505,2,149.00,0.69
13516227,1,58.00,4.37
5010089,0,50.00,1.05
9761470,1,130.00,0.17
5796515,1,30.00,3.59
12317400,1,55.00,1.60
13923066,1,85.00,0.85
6517520,2,80.00,0.28
14054198,2,65.00,0.26
62423,1,100.00,
13628646,1,80.00,2.15
11597204,0,75.00,0.45
16345042,2,140.00,
7042551,1,100.00,0.10
1177130,1,73.00,1.57
16152185,2,80.00,4.11
17102478,0,47.00,1.61
5371564,2,90.00,2.19
1242828,1,82.00,0.10
13385347,2,75.00,3.27
3811649,1,25.00,
16021494,2,191.00,
981016,2,195.00,0.10
3811701,1,20.00,0.09
8604244,1,41.00,4.68
11598644,1,85.00,2.63
12085741,1,60.00,2.31
10845135,0,100.00,0.14
10190052,2,75.00,2.83
2129154,1,60.00,2.54
294529,1,25.00,0.38
8584924,1,55.00,2.90
1507142,0,60.00,0.16
7623716,1,55.00,0.85
3473045,0,75.00,1.12
16940985,1,38.00,0.43
17694263,2,73.00,1
12582411,1,56.00,0.42
5925522,1,80.00,1.61
7361852,0,78.00,0.16
12582073,1,75.00,1.96
14374077,2,97.00,1.30
13499497,1,27.00,0.51
4160274,0,90.00,0.17
3275239,2,155.00,
17398227,1,68.00,2.14
14907849,3,110.00,1.29
16021929,2,186.00,
522639,1,75.00,0.17
2816988,1,88.00,1.03
424008,1,37.00,0.19
13490666,2,97.00,2.50
13760545,1,206.00,
4290579,2,70.00,0.59
18020461,1,55.00,
3765699,2,115.00,0.05
13759893,2,79.00,0.49
815818,1,72.00,2.50
14242770,3,85.00,4.21
11656223,1,20.00,4.45
15266819,1,40.00,0.75
17264909,3,60.00,5
11990306,1,65.00,0.56
5173058,1,65.00,
17034643,4,180.00,
12512615,1,59.00,3.21
15068266,1,75.00,0.61
12086094,1,65.00,3.34
14215593,1,120.00,
6220072,1,90.00,0.14
13690664,3,295.00,2.37
912039,1,96.00,2.99
12444580,2,45.00,0.18
14018550,1,59.00,0.57
9299416,0,90.00,0.41
17851640,1,35.00,1
1041653,1,95.00,0.20
16375662,1,40.00,
16342688,0,50.00,5.36
16735892,1,18.00,3.84
8772923,0,70.00,1.71
8904822,1,100.00,1.07
11198586,2,130.00,0.37
1858255,2,150.00,2.83
8895075,1,60.00,3.44
12082059,2,200.00,1.61
5921635,1,65.00,4.52
3855044,1,95.00,0.66
870398,1,50.00,0.28
5722480,1,80.00,4.09
9001004,1,60.00,1.66
16734138,1,109.00,3.60
5101433,0,72.00,2.58
5363575,2,80.00,
3355955,1,39.00,2.73
6346019,1,45.00,0.13
16700657,2,150.00,2.93
15882449,1,70.00,
16569517,4,110.00,2.14
14799826,3,220.00,0.16
11588503,3,179.00,0.26
9589526,1,33.00,1.17
13520512,2,95.00,4.12
16144108,1,55.00,2.18
16504551,1,35.00,2.76
1758875,2,195.00,
15291983,2,195.00,0.34
16928117,0,55.00,2.67
11653281,0,40.00,3.44
14143572,1,65.00,3.08
4345699,2,100.00,0.72
7689303,0,55.00,0.54
11195364,1,100.00,
7131451,0,65.00,5.86
5984061,2,100.00,
14066307,2,70.00,1
872116,1,75.00,0.13
2117115,2,75.00,3.11
14798303,2,40.00,0.14
707929,1,35.00,0.56
183435,3,100.00,
6343738,1,60.00,1.21
3263280,1,44.00,3.13
2411322,1,500.00,0.18
14961893,4,285.00,6.37
2493546,1,30.00,0.03
17692216,1,30.00,
13060669,2,124.00,0.22
3459367,0,63.00,1.23
15845657,0,45.00,7.93
13536292,1,25.00,1.15
1362092,1,75.00,1.80
8799888,1,63.00,5.94
2180713,2,85.00,1.34
16927088,1,60.00,3.62
17614398,2,180.00,
7926565,1,82.00,3.57
10175363,2,69.00,4.83
15024948,1,40.00,0.47
16467969,2,87.00,9.50
5392350,1,74.00,2.17
9553889,2,350.00,
9586587,2,80.00,0.98
10666717,1,60.00,0.07
1917537,1,40.00,3.15
13648336,1,100.00,
2245805,2,140.00,0.03
14074165,1,75.00,2.34
1326972,1,54.00,2.46
11355385,1,25.00,6.96
7128316,1,62.00,0.16
2113275,1,55.00,2.98
409258,1,250.00,1.34
14202089,1,30.00,
17874233,0,70.00,
1597463,1,95.00,0.14
10173661,1,99.00,3.94
11287721,2,140.00,2.52
17284269,2,85.00,4.29
15514725,1,27.00,1.84
1522608,1,90.00,0.27
15122071,1,64.00,0.17
899845,1,28.00,0.88
11386245,1,39.00,4.30
16490391,,28.00,4.29
7125793,1,50.00,2.37
309498,1,45.00,2.22
10173465,1,39.00,1.44
1935711,1,70.00,0.44
11056834,1,65.00,3.26
16464496,1,59.00,9.34
12663403,2,124.00,0.20
5048754,1,35.00,1.77
2472459,1,75.00,1.33
4274623,1,90.00,0.18
259136,1,65.00,1.05
15922241,2,85.00,2.77
9255298,0,125.00,0.29
13973118,1,18.00,0.24
13710925,1,30.00,
1062218,1,36.00,2.23
4306286,1,70.00,0.37
5748034,2,90.00,2.02
8500544,1,29.00,0.36
15841225,3,250.00,1.84
6632434,2,95.00,0.51
9090960,2,160.00,0.12
16856941,1,75.00,2.61
3738662,2,125.00,0.80
15611084,0,85.00,0.93
13841551,1,21.00,0.68
16266390,1,32.00,
13284206,1,65.00,3.29
2241267,0,75.00,4.45
13742902,1,120.00,
12415792,2,50.00,0.39
5344630,2,100.00,4.14
8237604,1,41.00,6.85
8892942,0,49.00,6.79
12333814,1,29.00,1.11
14528986,1,80.00,0.99
1586283,1,48.00,1.84
11809814,1,140.00,0.41
17740669,1,34.00,1
11251956,1,25.00,5.05
7614678,3,90.00,3.80
11251920,1,25.00,3.42
17374582,0,58.00,2.25
16133363,1,50.00,5.95
9645285,0,80.00,0.76
16067811,1,59.00,2.73
1092628,1,75.00,3.18
13872202,1,60.00,
14068801,1,80.00,0.19
14003061,3,150.00,0.63
8563507,0,79.00,0.60
7908060,0,47.00,1.81
9237168,1,31.00,4.98
5451699,2,80.00,0.18
15937086,1,20.00,7.23
11152930,1,65.00,0.74
1355169,3,100.00,4.22
13610432,1,85.00,5.28
15052231,1,45.00,3.47
16133446,1,30.00,8.84
1781083,1,65.00,0.10
14053931,1,26.00,1.54
16034438,1,63.00,1.39
8399457,1,95.00,2.95
16132612,1,40.00,3.81
7121326,1,59.00,0.48
17803636,1,26.00,2
15994184,1,25.00,
17215188,1,63.00,5.00
18099923,7,65.00,
8629197,1,50.00,4.68
2698131,1,70.00,2.35
4402062,1,65.00,1.41
3811638,1,25.00,
3811554,1,25.00,0.05
16576796,2,95.00,3.00
13707474,1,25.00,0.77
3811518,1,16.00,
13674439,1,75.00,1.93
16623535,1,100.00,0.67
11347804,1,45.00,1.48
3384607,0,30.00,7.01
3056943,2,100.00,2.19
2204989,1,36.00,1.03
534702,3,240.00,0.48
15312020,2,85.00,0.89
336834,2,63.00,0.49
3810967,1,25.00,
5973626,1,60.00,2.10
16746090,1,124.00,0.91
13201681,0,80.00,1.65
17505209,1,65.00,2
17955008,3,360.00,
3810142,1,25.00,
13016931,1,50.00,1
17571685,1,80.00,4.41
6790972,1,150.00,
16064297,3,595.00,0.87
13936402,1,29.00,3.04
3811101,1,25.00,
3811069,1,25.00,
566907,1,33.00,3.98
3515468,1,25.00,0.29
16426031,1,75.00,4.04
15015080,1,30.00,
597043,0,53.00,4.79
15309861,2,200.00,1.03
14950931,1,40.00,4.76
4301295,2,90.00,2.66
13344738,0,70.00,2.73
6232988,1,25.00,2.00
5380974,2,79.00,3.03
11967357,1,65.00,
17209655,1,32.00,2.14
6922595,1,35.00,4.08
16850292,,68.00,0.61
383539,0,70.00,0.05
2071729,1,19.00,0.29
14950864,1,40.00,2.78
7510165,1,200.00,
661565,1,55.00,3.34
1972094,1,39.00,3.58
9017859,1,74.00,2.03
759576,1,49.00,0.04
17864456,1,16.00,1
890581,1,55.00,4.70
7050930,1,40.00,1.21
8902915,1,37.00,0.83
16837374,3,160.00,2.57
9951469,1,61.00,3.47
5439464,1,14.00,1.97
15844235,2,145.00,0.82
11178900,2,110.00,0.26
14488220,1,60.00,6.35
17470093,1,43.00,0.83
17699457,1,17.00,
9605711,2,140.00,1.23
11178546,0,59.00,7.95
14619821,1,50.00,3.33
17306568,2,434.00,
14226362,1,30.00,0.37
17044716,1,45.00,0.88
2671483,1,50.00,1.73
10260390,2,310.00,0.09
6983569,1,12.00,0.47
13536899,1,30.00,2.63
9992690,1,120.00,0.06
9473403,0,65.00,3.42
13634914,1,48.00,1.72
13536623,1,30.00,0.85
527635,1,28.00,0.60
6524154,1,50.00,
17829085,1,25.00,
4459682,1,99.00,1.44
10191387,2,120.00,0.84
5836616,1,85.00,0.41
1019678,1,34.00,1.22
1409658,3,70.00,5.23
100845,1,75.00,
6754002,1,85.00,0.06
13568723,2,75.00,1.83
16648913,1,24.00,5.73
1608296,1,75.00,0.61
8325731,2,145.00,0.87
14093607,1,30.00,7.85
16329937,1,39.00,7.01
10848749,2,125.00,0.67
14944725,1,50.00,6.14
17401791,1,39.00,
7837334,1,49.00,7.72
6424341,2,65.00,7.02
9733941,1,65.00,0.08
12487596,5,500.00,1.39
13534894,1,30.00,2.53
13534487,1,30.00,1.82
723088,2,75.00,1.57
2000989,1,62.00,2.59
2523493,0,55.00,0.11
15763467,1,120.00,1.06
13535203,1,30.00,1.60
11994317,1,80.00,1.17
4949149,3,290.00,1.00
12813470,1,30.00,
17826948,0,48.00,1
15271009,0,70.00,0.95
17695801,1,29.00,
17402111,1,29.00,1
2754123,1,82.00,0.22
17630667,1,55.00,2
5768628,1,60.00,4.20
13731265,1,23.00,3.45
7832432,1,94.00,1.27
1246038,2,102.00,0.66
16253767,1,80.00,0.61
6881737,1,43.00,
13404513,1,75.00,1.33
17170743,1,25.00,
11174086,2,60.00,4.28
17891928,1,80.00,1
458860,1,76.00,0.29
15695955,1,120.00,2.04
8159246,1,90.00,1.54
13548264,1,50.00,1.90
6470318,1,40.00,3.60
1883584,3,115.00,1.39
12844740,1,92.00,
13093286,0,55.00,3.08
3046213,0,70.00,
17426368,2,25.00,
6604791,1,43.00,0.55
15317743,1,22.00,4.38
13793668,1,150.00,0.11
17468642,1,28.00,
17791595,0,30.00,2
13996952,1,25.00,4.20
6641567,2,55.00,3.38
3045724,2,130.00,1.79
219303,1,25.00,1.20
14146230,1,65.00,4.17
8972245,1,70.00,1.78
13672335,1,65.00,3.87
14906840,1,25.00,3.00
12869712,2,89.00,4.75
15331348,0,40.00,4.62
17561528,2,40.00,2.57
1007532,2,65.00,2.71
16347537,1,60.00,5.73
13946968,2,77.00,6.59
12726892,1,50.00,8.79
2029823,1,50.00,1.28
310678,1,63.00,3.29
935638,1,75.00,0.20
11597263,1,60.00,0.64
16612956,0,46.00,4.74
13880255,1,66.00,1.48
14173469,1,20.00,0.14
8158871,1,65.00,0.15
14693685,0,49.00,4.35
4148763,2,96.00,0.13
13385205,1,41.00,4.04
13323993,1,43.00,3.09
6549134,1,48.00,0.37
9571537,1,50.00,0.18
13879504,1,22.00,1.39
5485367,1,22.00,
15692592,1,30.00,3.70
9336205,3,189.00,1.91
13005354,1,40.00,2.55
5437862,1,90.00,0.36
6287397,1,27.00,4.33
7302434,1,16.00,
14332712,1,70.00,2.48
18064736,0,30.00,
13756256,1,55.00,
2686592,1,22.00,0.27
5403477,1,39.00,0.84
5457391,1,49.00,1.34
13645877,1,150.00,0.20
12908786,1,80.00,2.03
7253381,1,80.00,0.82
18071870,1,145.00,
551490,1,80.00,0.82
17689824,1,32.00,
8768964,1,25.00,
10536601,1,30.00,
17049631,1,100.00,3.75
12399560,1,58.00,
15428073,0,113.00,3.62
876527,1,50.00,0.30
6474086,0,45.00,1.97
5895578,2,85.00,0.67
15066726,1,58.00,1.84
3397465,1,57.00,7.59
16426231,1,90.00,
684855,1,55.00,0.52
13870633,1,23.00,0.48
11836561,1,124.00,0.36
6683517,1,38.00,
16705183,1,60.00,5.71
2500666,1,110.00,1.55
6606462,2,85.00,1.46
696366,2,91.00,0.34
18070982,1,145.00,
287660,1,30.00,0.18
15482509,1,75.00,0.54
7204039,2,85.00,1.96
3046083,1,90.00,0.12
15592951,1,46.00,3.11
17630782,1,30.00,
17798768,1,69.00,2
6257182,1,35.00,0.30
7091166,1,27.00,
17747935,1,100.00,
18109185,1,150.00,
14307735,0,38.00,
16278622,1,35.00,
13750696,1,20.00,0.11
16806504,1,60.00,5.14
9913988,1,130.00,
13230860,1,56.00,0.88
11468567,1,41.00,0.96
6287069,1,29.00,5.16
7393416,1,26.00,4.49
4677274,1,30.00,2.74
17034890,1,25.00,1.33
14551525,1,27.00,2.50
13745786,1,20.00,2.00
17095308,1,50.00,5.89
16856445,2,75.00,3.04
17556925,1,60.00,1
15705280,1,50.00,3.65
17744508,2,150.00,1
3143400,1,39.00,6.32
15195970,1,11.00,
3058834,1,26.00,1.45
13777623,1,24.00,2.06
7097089,2,110.00,2.85
16199847,1,27.00,2.65
1783776,1,70.00,2.02
14772349,2,89.00,2.51
431243,1,25.00,0.24
16052719,1,45.00,1
4075560,2,49.00,0.41
6116093,1,55.00,2.76
176827,1,28.00,2.48
13893039,1,30.00,2.50
16801885,4,27.00,0.88
17039125,0,35.00,0.71
6439753,0,50.00,3.80
14054796,1,50.00,
7275493,1,20.00,0.48
13128659,1,86.00,2.57
16023495,1,80.00,2.71
8375620,2,45.00,5.56
6878750,1,35.00,2.30
1830224,3,127.00,2.37
5819112,1,50.00,6.32
16389441,0,55.00,4.41
16697170,5,110.00,5.24
15968587,1,99.00,3.93
15023895,1,40.00,0.18
16566473,2,56.00,5.74
8649225,1,40.00,0.06
3832660,1,43.00,2.97
5453576,1,35.00,0.37
18071171,1,145.00,
13428024,1,30.00,0.20
7943013,2,40.00,0.15
578731,2,80.00,3.47
17396485,1,80.00,
5756228,0,48.00,7.05
16238979,1,42.00,3.42
3055625,1,45.00,2.81
4015291,1,55.00,
177846,1,21.00,0.35
16374079,1,53.00,0.37
4193248,2,130.00,
17587042,1,50.00,1
4668122,1,40.00,0.70
11490939,1,48.00,5.17
14911737,1,26.00,1.58
14706179,1,65.00,1.43
1357593,1,62.00,1.58
17261765,1,79.00,
14342441,1,65.00,3.00
876501,2,90.00,1.38
4421678,1,42.00,3.47
2752009,1,105.00,5.92
16309813,2,60.00,6.25
3046879,5,300.00,2.77
6564087,1,43.00,1.63
18070808,1,145.00,
15901397,1,26.00,
12831457,1,80.00,2.98
16674281,2,200.00,3.33
10266983,2,123.00,1.26
14467094,1,64.00,7.50
4327320,1,29.00,2.86
15494848,1,80.00,
17757974,2,80.00,
7726090,1,35.00,0.81
8267919,1,35.00,0.37
772989,1,80.00,0.32
6283743,1,25.00,4.47
16872328,1,99.00,2.61
13341107,1,25.00,
485116,2,69.00,0.69
13692569,2,55.00,2.97
3133958,1,22.00,1.14
7305025,1,28.00,0.14
16355237,1,60.00,
3857504,1,50.00,3.01
4812872,1,65.00,1.21
13657381,1,40.00,0.27
9400744,1,55.00,0.18
17955948,2,120.00,
12080427,2,80.00,3.32
12103786,2,80.00,
15713437,1,62.00,3.57
16585057,1,65.00,
12807691,1,60.00,4.21
11291901,1,18.00,0.16
16375425,1,25.00,2.42
5508859,1,19.00,1.25
4640885,1,35.00,0.05
13662859,2,206.00,0.14
10713931,1,60.00,2.43
12271222,0,52.00,2.87
17250237,0,70.00,
3488920,1,67.00,1.15
15269902,1,45.00,0.33
17467629,1,60.00,3
13907852,2,81.00,2.45
1203151,4,150.00,0.53
16484477,4,250.00,2.57
15669581,1,60.00,1.34
4245389,1,75.00,3.18
14073396,2,75.00,0.19
7190795,1,35.00,
5784304,1,30.00,
11368772,1,65.00,1.61
18047789,1,19.00,
6954772,0,52.00,
8272491,1,55.00,1.83
11842081,1,20.00,2.47
4636667,1,60.00,2.31
5737938,1,65.00,0.93
2900380,1,65.00,2.07
5449152,1,74.00,4.33
15892480,1,50.00,2.02
4177618,1,49.00,4.72
1758536,2,195.00,0.10
1523675,1,49.00,6.72
15096863,1,60.00,0.46
3670029,1,60.00,0.43
11097880,1,78.00,1.84
356344,3,215.00,0.39
728098,1,40.00,0.09
12877898,1,35.00,4.67
13874765,2,100.00,3.60
799903,2,105.00,0.58
1939420,0,40.00,0.31
888289,1,90.00,3.29
17695327,1,31.00,
5702879,3,79.00,1.09
921173,1,35.00,0.89
10716436,1,20.00,
15702056,0,65.00,7.01
6379619,1,22.00,
1579108,1,68.00,0.48
