id,bedrooms,price,reviews_per_month,review_scores_value
6792121,2,79.00,0.38,10
16381331,2,90.00,6.45,9
8480111,1,65.00,3.32,10
12236238,0,72.00,1.16,9
13444958,2,32.00,,
6398977,1,139.00,1.28,9
5716125,2,90.00,1.01,9
8660935,1,65.00,3.66,9
14209849,1,80.00,1.00,10
3369580,1,55.00,4.45,9
13857618,0,25.00,0.45,10
13837987,0,38.00,0.76,10
16671394,2,75.00,2.59,9
17811450,0,70.00,,
14823801,1,60.00,0.42,9
6930496,0,80.00,,
13888987,1,60.00,0.62,9
8363982,1,50.00,0.27,10
14329208,1,60.00,3.66,9
8359696,1,50.00,1.75,10
13050544,1,52.00,0.73,10
13759212,1,90.00,,
7356467,0,55.00,,
10003725,1,85.00,2.02,9
16594944,1,65.00,0.35,
16504116,0,49.00,6.86,9
12383819,1,65.00,0.79,10
16895177,0,50.00,0.49,10
13278634,2,100.00,2.63,10
13204027,1,80.00,0.80,9
1688076,1,50.00,1.18,9
15507462,1,84.00,,
14938612,1,65.00,0.95,10
17009978,0,50.00,0.61,10
13057462,1,66.00,,
13602259,1,75.00,1.19,9
17692348,1,55.00,3,9
15987268,0,67.00,1.15,10
14080220,1,50.00,1.06,10
13091174,1,50.00,0.53,9
4267210,1,50.00,1.39,8
10352391,1,49.00,0.94,9
1391645,1,72.00,,
16683562,0,60.00,2,8
16628172,1,44.00,1.35,7
17920045,0,43.00,,
7658400,0,30.00,0.05,10
14566645,1,90.00,0.82,4
13613682,1,100.00,,
4259798,3,250.00,1.60,9
8796979,1,72.00,0.29,8
17081086,0,50.00,2.81,9
13421979,2,170.00,,
17822131,2,59.00,,
10586342,0,80.00,0.76,10
1381746,1,62.00,1.69,9
17537693,2,148.00,,
16250174,1,79.00,3.33,9
2186702,1,68.00,0.51,9
9408779,1,130.00,,
7275231,2,150.00,0.17,9
2834188,1,80.00,1.13,9
13426123,1,65.00,0.87,10
17951083,3,210.00,,
17599099,1,75.00,,
8804941,0,39.00,1.59,10
17840264,1,70.00,5,9
16197649,1,98.00,,
14619417,0,30.00,1.24,10
11764434,1,55.00,0.08,10
13359432,2,130.00,0.11,10
14702872,0,48.00,0.60,9
12840307,1,150.00,0.56,7
6803903,1,100.00,,
16373883,1,65.00,1.96,8
12838851,1,59.00,3.13,9
1380494,1,90.00,,
17469698,1,48.00,2,8
13218923,0,45.00,0.29,9
17973695,1,55.00,,
10086549,1,70.00,0.56,10
17917210,1,85.00,,
7466328,0,32.00,,
8346280,1,40.00,0.97,9
13476245,0,25.00,,
17535535,0,40.00,1,10
6964921,0,30.00,2.25,10
6615895,1,65.00,,
11728897,1,40.00,1.81,9
14534284,0,50.00,0.56,9
13936663,0,78.00,0.15,
12641545,1,55.00,1.41,10
4849159,2,109.00,0.86,9
14087939,3,120.00,0.48,10
4103740,2,290.00,1.10,9
13588970,2,90.00,,
13916664,2,150.00,,
2078827,1,75.00,2.59,9
5352089,1,35.00,2.18,9
13510574,2,115.00,,
17365752,1,60.00,1,10
520344,1,100.00,0.14,10
16969677,1,100.00,,
3516784,2,135.00,2.43,9
4904820,1,72.00,0.31,8
15505866,0,35.00,0.23,6
12697403,1,60.00,,
1307417,1,70.00,0.36,9
9949206,0,55.00,2.24,9
16945503,1,119.00,,
9938717,1,55.00,0.13,6
1962776,2,90.00,2.25,9
1556428,1,60.00,4.17,10
9487744,0,50.00,,
11316908,1,65.00,0.54,6
2692828,0,56.00,1.63,9
13457474,1,69.00,1.72,9
16238522,1,40.00,1.13,10
13891504,0,38.00,0.24,10
16183057,1,65.00,,
12133185,2,75.00,,
5463117,1,55.00,0.28,9
4299454,2,85.00,0.71,9
11497178,0,49.00,3.15,10
15658423,1,75.00,,
7947454,0,50.00,0.26,8
12219168,1,70.00,1.15,10
786324,1,85.00,1.33,10
3520535,1,69.00,,
7203420,0,40.00,0.24,6
8872329,0,35.00,,
16360165,1,45.00,4.50,9
6999087,1,40.00,,
11526439,2,115.00,,
15830565,1,120.00,3.41,9
13778498,2,240.00,1.15,9
9235101,1,65.00,,
12703608,1,40.00,0.20,9
4250873,0,70.00,3.85,10
16941469,1,99.00,0.61,10
13821133,1,69.00,0.45,10
11095978,1,90.00,,
3891859,1,45.00,2.72,10
13354122,2,50.00,,
16752885,1,55.00,,
14263855,1,60.00,0.13,
12704407,0,108.00,1.89,9
17934188,1,50.00,,
17694679,2,80.00,1,10
13930017,2,220.00,,
380500,1,73.00,0.73,9
13661550,2,69.00,,
16237334,4,400.00,,
2047971,3,210.00,2.11,9
18053946,1,59.00,,
13034381,0,65.00,,
10216347,3,115.00,0.08,
13863496,1,30.00,,
15105481,0,80.00,0.16,
14797078,1,39.00,2.06,9
16890747,0,78.00,0.48,10
1304493,1,45.00,0.55,9
15954339,1,70.00,1.74,8
6988749,1,71.00,,
7567708,0,76.00,,
3582308,1,56.00,1.46,9
12121821,0,40.00,0.59,9
13052031,1,60.00,0.65,9
11842879,1,80.00,0.65,9
13945514,0,60.00,2.76,10
15870255,1,90.00,0.31,10
7464331,1,60.00,0.11,9
11128875,0,51.00,1.10,10
11522022,5,550.00,1.89,10
13874728,2,99.00,,
816124,1,89.00,0.83,10
16248354,1,160.00,,
7569481,1,57.00,,
13275499,2,95.00,,
8246324,0,35.00,3.57,9
12276962,1,75.00,,
13893099,0,130.00,5.61,9
6803644,1,72.00,,
12742090,1,70.00,1.04,9
7091507,1,90.00,0.46,10
13484212,1,100.00,,
8232541,1,37.00,2.18,9
14218564,0,55.00,,
17665357,0,45.00,,
8251330,0,35.00,2.09,9
10064047,1,40.00,,
17884763,1,50.00,,
16203225,1,37.00,0.57,8
7072182,1,40.00,0.25,9
12109278,2,250.00,,
7184403,1,40.00,0.05,10
10561174,0,40.00,0.66,9
15778947,1,59.00,4.90,8
14177223,1,80.00,0.24,10
6247627,0,60.00,0.22,10
4421502,1,95.00,,
16377322,1,135.00,2,10
7327370,1,60.00,0.35,10
1820593,2,125.00,1.90,10
15780699,1,60.00,1.13,10
13622725,0,35.00,0.11,8
3118766,2,100.00,,
9113929,1,60.00,0.53,9
15575632,0,120.00,0.26,10
16154911,0,45.00,3.55,9
14366003,0,60.00,2,9
16379440,1,49.00,0.63,8
13792329,1,56.00,,
12597392,2,100.00,,
17496795,0,48.00,3.33,8
10052408,1,60.00,0.10,10
13493727,1,60.00,0.11,8
10067185,1,100.00,2.67,9
4847486,0,45.00,5.08,9
6366915,1,45.00,0.31,9
1070348,1,40.00,0.82,9
18005126,1,69.00,,
13455017,1,53.00,1.46,10
15447310,2,250.00,1.78,10
9054175,0,45.00,3.01,8
9186615,1,28.00,0.13,9
14101459,1,30.00,0.81,10
4707472,1,60.00,1.31,10
9285738,0,42.00,,
13243999,1,40.00,0.81,8
16697647,1,70.00,0.39,10
13596206,1,55.00,0.42,10
12661613,1,80.00,0.41,10
10743804,1,29.00,3.42,9
13364893,2,95.00,0.32,10
12803735,0,45.00,1.48,9
15658987,1,35.00,0.38,10
14803697,1,80.00,,
8249926,0,40.00,1.10,9
11170784,1,57.00,,
17774060,1,45.00,,
13309438,1,32.00,0.68,9
10505390,1,65.00,0.44,10
15006534,2,75.00,1.80,9
14677093,1,65.00,0.28,9
13383387,1,60.00,,
6805509,1,85.00,,
17501503,0,45.00,,
14326733,0,49.00,0.56,10
15460404,1,29.00,,
17948425,1,75.00,,
3128707,1,125.00,0.28,9
13097292,1,60.00,0.89,9
11299426,0,39.00,0.70,8
7626259,1,55.00,,
1302451,1,35.00,0.44,10
7087551,1,35.00,,
17327101,1,50.00,2,10
7049083,0,65.00,,
1361865,1,54.00,0.70,9
16867031,1,70.00,,
14370106,1,90.00,,
1376716,1,60.00,0.04,10
16525319,0,35.00,1,6
5067979,1,75.00,,
10973049,1,42.00,2.33,9
7552501,1,58.00,0.20,8
13286601,1,150.00,,
14056174,1,100.00,0.12,8
13784844,2,80.00,,
16681367,1,117.00,2.11,10
4818534,1,110.00,,
13357386,1,55.00,0.25,10
14125446,1,200.00,,
15544409,1,69.00,,
13550684,1,51.00,1.40,10
13185187,1,80.00,0.70,9
17003238,3,500.00,,
1616591,1,80.00,0.31,9
13711158,2,90.00,0.45,10
11384867,1,35.00,1.00,9
17822307,2,110.00,,
2074966,1,65.00,1.06,10
18030997,1,49.00,,
1379544,1,77.00,,
1427825,1,55.00,3.53,9
14721703,1,95.00,,
17810740,3,200.00,,
13695178,1,22.00,,
4239122,1,85.00,,
5811594,1,100.00,,
16631465,0,43.00,0.86,10
10337664,1,60.00,,
3549658,0,60.00,0.85,9
18029392,0,70.00,,
7507185,1,44.00,0.82,10
17595996,0,55.00,1,10
5345223,0,69.00,0.12,7
7577629,1,35.00,0.57,9
5181062,0,50.00,0.09,10
6764631,1,45.00,,
14200726,1,55.00,0.38,10
17421139,1,59.00,,
17648624,0,54.00,2,8
17149380,2,50.00,2.22,10
9467830,1,70.00,0.07,10
7283168,2,85.00,,
4467154,1,90.00,,
15156576,1,69.00,0.78,9
868463,1,39.00,0.36,10
11259899,1,39.00,0.24,10
13945467,1,115.00,2.46,9
7964721,1,54.00,,
9300900,1,72.00,,
2422883,1,50.00,0.64,10
13400618,1,50.00,1.94,9
13646479,1,70.00,1.88,9
5953548,1,75.00,1.11,9
6776575,1,89.00,,
16978286,1,80.00,1.00,10
9581206,1,54.00,0.62,9
15426436,1,40.00,0.36,9
15854732,1,80.00,,
5523769,0,45.00,2.69,9
13025572,0,60.00,0.64,10
12506403,1,50.00,1.95,10
17167976,1,75.00,1,10
16168983,1,95.00,0.58,8
14463048,1,65.00,1.00,9
17798456,1,27.00,,
7719611,1,40.00,0.10,8
15963955,0,60.00,0.73,10
17763521,1,45.00,,
9029860,1,45.00,,
17518317,1,90.00,1,10
15153985,2,140.00,0.83,9
17407916,1,67.00,1,
4813270,1,90.00,,
17674302,1,40.00,1,10
11488384,1,56.00,0.36,9
14299797,2,85.00,,
17191025,1,59.00,,
15291905,1,69.00,0.17,8
15544264,1,69.00,,
16015562,0,50.00,3.41,9
13084314,1,50.00,0.19,10
13455290,0,69.00,0.31,9
7674485,1,31.00,0.76,10
4647040,1,40.00,0.50,9
16351251,1,45.00,,
17943365,1,75.00,1,10
7124940,0,45.00,0.51,7
6084747,1,58.00,0.05,6
16380442,1,47.00,,
3360687,1,60.00,0.68,8
13878379,1,70.00,0.11,
14802986,1,115.00,,
4783999,2,55.00,0.04,10
6280694,0,150.00,,
13188023,2,130.00,,
11120531,1,60.00,,
12225855,1,38.00,,
17599961,1,85.00,,
10335012,1,56.00,,
17674589,1,41.00,,
11631884,2,106.00,2.76,10
9986681,0,34.00,0.64,8
