id,bedrooms,price,reviews_per_month,review_scores_value
13846989,1,80.00,2.13,9
15387093,3,219.00,4.09,10
2275065,3,220.00,1.07,9
13339105,1,64.00,0.27,10
6670810,1,85.00,1.12,8
14911976,1,30.00,2.38,10
10602986,0,80.00,0.57,8
13404659,1,50.00,0.98,10
178860,1,48.00,3.57,10
15723605,0,80.00,,
5245432,2,250.00,1.14,9
12257788,2,200.00,2.05,10
13896192,1,117.00,4.38,10
16009732,3,239.00,0.96,10
16042501,1,70.00,6.55,9
2449837,2,322.00,0.25,9
17023897,1,75.00,,
14609496,1,27.00,0.43,10
14469656,1,65.00,,
15253936,1,81.00,3.67,9
13601320,1,42.00,0.79,9
15944240,1,40.00,1.22,5
7670318,1,100.00,0.34,9
13421095,1,46.00,7.56,10
15927865,1,48.00,8.57,10
7064136,4,250.00,0.22,9
14977616,1,52.00,0.20,10
2600030,1,65.00,2.35,10
15574925,1,43.00,0.61,8
9783893,1,98.00,0.90,10
12929631,1,90.00,,
14682717,1,55.00,1.36,10
2067000,1,50.00,4.90,10
15671739,1,65.00,1.03,
16501354,1,95.00,0.73,10
10963567,1,25.00,0.35,6
16403060,2,145.00,2.65,7
17222760,1,45.00,,
7326322,1,200.00,1.00,9
14469756,1,65.00,,
16255614,2,150.00,,
12208755,1,85.00,6.30,9
12339833,1,50.00,3.51,10
10586781,1,270.00,0.09,2
17107615,2,300.00,,
14371492,1,38.00,0.48,7
9918231,1,44.00,3.14,9
9554563,2,155.00,4.08,9
10652332,4,150.00,0.67,10
14437025,1,50.00,2.93,9
13334300,1,45.00,2.36,9
5671611,3,212.00,0.58,9
592536,1,36.00,1.34,10
5748512,1,100.00,0.26,9
13486790,1,65.00,0.51,10
5254262,1,55.00,1.27,9
3112537,2,49.00,7.57,9
13568712,1,100.00,4.56,9
10963673,1,90.00,0.53,9
15420125,1,90.00,0.54,8
13273818,1,76.00,3.13,8
9243601,1,65.00,0.48,10
2280160,1,130.00,1.49,9
6458084,1,60.00,1.16,9
13503209,1,45.00,0.65,10
2820839,1,38.00,1.10,10
6097656,2,250.00,0.55,9
17042560,2,200.00,,
16960264,1,250.00,,
10652412,2,130.00,5.27,8
2525968,1,58.00,0.60,9
871174,1,18.00,1.46,8
5458677,1,70.00,4.81,8
15993647,1,175.00,,
7850803,1,85.00,0.46,10
5579227,1,35.00,3.37,10
4852503,1,54.00,4.41,9
16157498,1,53.00,5.06,10
9590581,1,60.00,0.82,9
11619145,1,60.00,,
1461045,3,140.00,1.48,9
2001740,2,150.00,0.51,9
412483,1,35.00,1.30,10
12929877,1,85.00,1.15,10
17189729,1,150.00,,
412493,1,44.00,1.11,10
15040997,1,125.00,1.84,10
17156981,1,120.00,,
13159279,1,147.00,1.12,9
641880,1,85.00,1.48,9
7048057,1,67.00,0.99,9
8784741,2,199.00,3.38,9
9816950,1,80.00,4.45,9
7804738,1,40.00,0.22,10
5295002,2,150.00,0.04,10
11848597,1,110.00,2.69,9
13880209,1,120.00,3.88,9
68483,2,88.00,1.16,10
11840668,1,120.00,0.28,9
2561863,3,140.00,0.16,9
10521517,1,30.00,0.16,9
16731060,1,45.00,,
14289838,2,125.00,2.68,9
10128292,1,86.00,7.09,10
12086431,3,150.00,,
3975199,1,85.00,2.54,9
17009602,2,250.00,,
14541302,1,45.00,1.02,10
13339597,2,150.00,,
8719322,1,32.00,,
14208165,1,69.00,0.65,10
10750950,3,220.00,0.72,10
7064551,3,200.00,0.05,10
13759408,1,25.00,11.04,9
13093873,3,155.00,3.62,10
14027763,1,55.00,8.02,9
12987548,1,43.00,2.42,9
8845142,1,50.00,2.76,9
13028367,1,63.00,4.36,8
15993889,2,100.00,2.45,10
13306922,1,65.00,1.97,10
14705159,1,88.00,3.75,10
9210926,1,150.00,0.99,9
15797295,1,40.00,3.43,9
17189940,1,180.00,,
9325624,1,60.00,0.46,9
7130167,2,210.00,2.59,10
14584906,1,90.00,1.43,10
3607579,1,130.00,4.59,9
13864118,1,42.00,3.00,9
14421080,1,45.00,,
7960421,2,94.00,,
4525143,1,35.00,0.62,9
7212129,1,50.00,,
6933600,1,60.00,0.20,10
8916075,1,35.00,,
10292329,1,55.00,2.10,9
12141656,7,500.00,0.79,10
11144313,1,130.00,1.29,9
12913790,1,65.00,0.12,
10177660,1,50.00,3.50,8
7851136,1,150.00,1.45,10
16190600,0,59.00,1.36,6
5541008,2,231.00,0.56,9
13061268,1,130.00,0.12,10
17075355,1,50.00,,
15764643,1,50.00,,
6917272,1,80.00,1.97,9
7769253,1,200.00,2.98,9
6851784,1,77.00,0.15,10
11373749,3,160.00,,
16075987,1,50.00,,
13913291,2,160.00,5.40,10
13995220,1,110.00,1.58,10
10587364,1,320.00,,
13946090,1,70.00,,
5082334,1,45.00,4.98,9
10095856,1,180.00,0.36,10
14617844,1,80.00,1.20,9
14552275,2,120.00,1.17,8
13389037,1,60.00,4.30,10
16764168,1,119.00,,
13602045,1,40.00,3.29,9
16574377,1,32.00,,
3525904,1,70.00,0.10,7
13341904,1,80.00,2.14,9
4534733,1,90.00,0.42,9
8670429,2,120.00,0.44,10
15895846,1,45.00,1,10
14519577,1,49.00,5.45,9
7706504,2,190.00,0.33,9
3968316,1,29.00,0.57,9
14257475,1,55.00,0.35,10
14536008,1,29.00,2.92,8
15125826,1,75.00,8.94,9
9782640,1,100.00,0.09,10
12823780,1,65.00,0.11,8
11160926,1,150.00,0.18,9
9162084,1,89.00,0.07,8
16076136,1,80.00,1.79,9
7089384,1,40.00,0.37,10
3647762,1,65.00,0.89,9
5672282,1,60.00,3.63,9
13929862,1,60.00,1.23,10
10489233,1,130.00,0.39,8
2297145,1,45.00,7.95,9
2919844,6,600.00,4.38,9
13602206,2,141.00,3.04,9
11605911,1,95.00,6.11,9
9047469,1,37.00,0.27,8
15142327,1,90.00,3.09,9
10702271,1,70.00,0.19,
7671239,1,80.00,,
16027081,2,120.00,2.25,10
12899457,2,175.00,0.32,10
6868418,1,73.00,1.80,10
7507405,1,80.00,0.05,6
15879641,1,41.00,0.74,10
13979087,1,65.00,8.35,10
13471198,1,100.00,0.62,10
7004752,1,60.00,0.26,9
15371749,1,80.00,,
3476915,3,200.00,3.86,8
8846303,1,45.00,2.97,9
10259932,1,95.00,3.84,10
10751474,1,40.00,2.22,10
3902982,1,75.00,,
3009793,0,70.00,0.28,9
6819330,1,113.00,1.50,9
1576464,1,90.00,0.32,10
16256529,1,70.00,1.58,10
6082070,1,54.00,2.09,9
8916509,1,65.00,0.74,9
16944672,1,100.00,,
16453155,1,86.00,0.61,8
15311949,1,36.00,1.33,10
2657542,1,115.00,1.37,8
13979184,1,19.00,0.30,10
6213146,1,55.00,3.69,10
13913649,3,230.00,0.59,9
11783730,2,210.00,0.64,9
5410298,2,108.00,7.96,10
14999886,1,25.00,0.42,10
9932345,1,60.00,,
11570753,4,200.00,0.11,
9850430,2,200.00,6.29,9
14601803,1,80.00,0.17,
6573626,2,205.00,6.12,9
4361794,2,120.00,3.55,9
12668503,1,18.00,0.94,8
13143643,1,80.00,0.15,10
2903645,1,48.00,0.46,10
16748130,1,27.00,,
314640,1,89.00,0.20,9
16109166,2,100.00,,
314641,1,89.00,0.10,10
11752685,2,76.00,0.37,9
5361272,1,110.00,0.69,10
13323876,2,145.00,6.85,10
4427388,2,175.00,0.81,8
6016643,1,55.00,1.78,10
6033039,1,134.00,0.48,8
9710871,1,76.00,2.59,9
4378260,1,50.00,1.34,9
5605805,1,95.00,0.65,9
13455014,1,55.00,0.37,9
10063500,1,95.00,4.40,9
9965244,2,160.00,0.22,8
15160787,1,55.00,3.58,9
16010949,3,239.00,1.18,9
2706720,1,90.00,0.55,10
13455040,2,129.00,3.36,10
3182278,1,65.00,0.79,9
8163035,1,60.00,0.40,7
13520580,2,70.00,5.77,9
3591840,1,60.00,4.72,8
16109288,1,80.00,0.71,10
14159607,1,50.00,,
8425181,2,105.00,4.04,10
14372606,1,50.00,2.59,9
9178885,1,400.00,,
6573835,1,110.00,0.14,9
2657582,1,45.00,0.28,10
10784535,1,75.00,0.09,8
16305942,2,180.00,0.63,8
2330371,1,48.00,1.49,8
15927475,2,145.00,3.70,10
14864160,1,50.00,0.89,8
17276976,0,100.00,,
5656305,1,27.00,8.23,8
11185458,1,50.00,0.77,9
13455156,1,50.00,0.49,9
15388473,1,60.00,2.93,9
17188156,2,450.00,,
14225217,1,95.00,0.34,10
626483,1,60.00,0.73,9
14176073,2,100.00,0.16,
11308866,1,79.00,3.71,8
5871585,1,40.00,2.26,9
