id,bedrooms,price,calculated_host_listings_count,review_scores_value
15312128,1,88.00,1,9
19963641,3,136.00,1,9
21012137,1,85.00,2,
10801094,1,225.00,4,6
5926953,1,88.00,1,9
7916375,0,125.00,1,9
13281460,1,97.00,1,
301372,1,50.00,1,10
12917279,1,100.00,1,10
16390105,1,225.00,1,
17733528,1,48.00,1,
13801296,1,57.00,1,
7769946,2,160.00,1,10
10407723,1,150.00,1,9
560867,2,175.00,1,9
16568252,1,125.00,1,10
4623635,3,225.00,1,8
16289001,1,150.00,1,
44229,1,110.00,3,9
14716281,3,214.00,3,9
297611,1,35.00,1,
690516,1,220.00,2,9
34760,1,44.00,3,10
13682508,1,190.00,1,10
1492773,1,45.00,3,10
5801640,0,91.00,1,9
5031569,1,165.00,1,10
15500908,3,499.00,1,10
2016873,1,42.00,1,
20759914,1,120.00,1,10
14336804,0,220.00,1,
573850,1,100.00,1,10
20918988,1,74.00,1,
9436800,1,62.00,1,10
19265801,0,161.00,1,
12450817,1,150.00,1,9
19114475,1,75.00,1,10
7951281,2,150.00,2,10
13052968,1,125.00,1,10
2093304,1,100.00,1,10
19212268,1,130.00,1,9
18411468,1,80.00,3,8
3465604,2,375.00,1,9
1944155,0,75.00,1,10
5038299,0,180.00,1,10
1483688,0,150.00,1,9
20960203,1,200.00,1,
7851753,1,95.00,1,
15049233,1,150.00,1,9
1155475,4,499.00,1,10
1920061,1,120.00,1,10
1820935,0,135.00,1,10
7063407,2,205.00,1,
6813041,1,50.00,1,
7053502,1,120.00,2,10
4135674,3,300.00,1,8
19329911,1,65.00,1,
14530530,0,125.00,1,10
4700082,1,119.00,1,10
13415850,2,200.00,2,9
3368441,3,316.00,1,9
15680961,1,160.00,1,10
9691204,3,185.00,1,10
21079967,1,220.00,1,
8101848,1,125.00,1,10
629315,1,120.00,1,10
10589384,1,105.00,1,
3600108,2,275.00,1,10
18192553,0,120.00,1,10
13997091,1,75.00,1,10
6460909,1,100.00,1,9
1109826,1,60.00,1,9
13079618,1,140.00,1,10
4820897,1,85.00,2,10
1150514,1,138.00,1,8
14716443,0,189.00,1,
18583072,1,65.00,3,10
10849750,1,135.00,1,10
206316,0,157.00,1,10
4163742,1,85.00,1,
1935302,1,180.00,1,10
231194,2,199.00,2,9
8488834,2,225.00,1,10
9405895,2,300.00,1,10
21005738,0,160.00,1,
12092673,1,75.00,1,10
5735447,1,200.00,2,
479002,4,450.00,1,10
14384883,1,72.00,1,10
9884521,1,130.00,1,
14384342,1,125.00,1,
20420499,0,75.00,1,10
6257715,1,100.00,1,10
2194038,2,285.00,4,9
16219145,0,150.00,1,10
6255597,0,165.00,4,10
20572472,1,275.00,1,10
18707214,2,175.00,1,9
1397705,3,450.00,1,10
8614461,3,800.00,1,10
3633634,2,154.00,1,9
5992438,1,50.00,1,10
11496968,1,170.00,1,9
17920455,1,82.00,3,8
10185611,1,99.00,1,
7204547,2,150.00,1,
13855164,2,129.00,1,10
1806378,2,250.00,1,10
5126657,2,170.00,1,10
513573,1,90.00,1,9
3231460,1,175.00,1,10
19877223,1,108.00,1,10
13388959,0,120.00,1,10
19811816,4,350.00,1,
9915508,1,70.00,1,10
216080,1,200.00,2,9
7921643,0,225.00,1,
17513537,2,350.00,1,10
1304952,1,120.00,2,2
19348139,1,130.00,1,10
2202858,1,200.00,1,10
12303,1,120.00,1,10
45556,1,78.00,2,10
303725,1,115.00,1,9
18819758,1,210.00,1,
10563686,2,125.00,1,9
18820144,1,120.00,1,10
19472906,1,180.00,1,9
21176417,1,69.00,1,
4661135,1,70.00,1,10
1515026,1,115.00,1,10
20782233,1,200.00,1,9
16063030,1,160.00,1,10
4659618,2,265.00,1,9
16716676,2,150.00,1,10
16321597,1,44.00,1,
11228726,1,170.00,1,10
9562515,1,220.00,1,9
4653508,1,160.00,1,10
17760334,1,80.00,1,10
1472071,1,40.00,2,9
15361994,1,118.00,1,9
7106154,2,200.00,1,9
12611122,0,150.00,1,10
3171880,0,165.00,1,9
7891403,3,209.00,2,10
6709867,1,55.00,1,
9592781,1,110.00,1,9
4263802,1,165.00,4,9
16145588,1,155.00,2,
19621012,1,275.00,1,
19291646,0,95.00,1,10
16406203,1,80.00,2,
7206796,2,225.00,1,10
8934898,1,75.00,1,10
10423846,1,175.00,1,10
1205103,1,175.00,1,10
6968488,1,62.00,1,
9515597,2,410.00,1,
8719788,2,175.00,1,
8408768,1,135.00,1,10
5916063,1,55.00,1,9
9061445,1,95.00,1,
672724,2,355.00,1,8
13781431,3,300.00,1,9
19808524,1,100.00,1,10
13997539,1,85.00,1,9
15743645,1,90.00,2,9
7615693,3,275.00,1,9
1453998,0,95.00,1,9
18624243,1,130.00,1,
14691598,0,115.00,1,10
5384643,0,130.00,1,9
5120743,1,200.00,1,
15926847,2,140.00,1,
16393500,1,55.00,1,10
9460612,1,125.00,1,
19195474,2,240.00,1,
12422277,0,149.00,1,9
19855001,1,125.00,1,10
13376891,1,150.00,1,
11803487,1,54.00,35,
21125733,1,125.00,2,
662130,1,45.00,2,10
11147376,1,185.00,1,10
1578996,1,225.00,1,9
11803893,1,54.00,35,
7097,1,215.00,2,9
9918963,1,169.00,1,10
20535581,1,115.00,1,
2627940,1,225.00,1,10
135465,1,170.00,2,9
266351,1,130.00,1,8
131757,1,79.00,1,10
11120085,1,125.00,1,
13374172,2,200.00,1,10
20976316,1,250.00,1,10
15713943,2,250.00,2,9
8367271,0,150.00,1,10
16690484,1,75.00,2,
17960113,1,120.00,1,10
6949526,0,129.00,1,9
13530036,2,180.00,1,
15988695,1,43.00,1,
17027226,1,87.00,1,10
976167,1,169.00,2,9
12902686,0,110.00,1,8
9543678,1,135.00,1,10
14482103,1,65.00,4,10
15336266,1,45.00,1,10
13630755,1,179.00,1,
15477991,1,60.00,1,9
20329327,1,35.00,1,10
7227235,1,55.00,2,10
7227418,1,33.00,2,10
3521391,1,80.00,1,
15470951,1,40.00,1,10
13135589,1,75.00,1,
17330389,0,90.00,1,9
13547426,1,80.00,1,10
1398326,1,90.00,1,
16454703,2,185.00,1,10
20387644,2,120.00,1,10
18946091,3,90.00,1,
20649927,1,125.00,1,
12135856,1,43.00,1,
19345502,1,125.00,1,10
3913873,1,79.00,2,10
16735857,1,55.00,1,10
21062611,1,99.00,1,
21027222,1,125.00,1,
15378960,2,95.00,1,10
12627769,1,93.00,1,6
14481668,1,65.00,4,9
11989954,1,121.00,2,8
6967861,1,120.00,1,10
11122042,1,79.00,1,10
14480047,1,55.00,4,10
15657290,1,49.00,1,9
19783904,1,53.00,1,10
214474,1,31.00,1,9
17500539,0,85.00,1,
19168601,1,71.00,1,10
19008488,1,60.00,1,10
2764392,1,35.00,1,10
9837205,1,135.00,2,9
18226793,1,99.00,2,
21107531,1,125.00,1,
4197614,1,75.00,2,9
10963433,1,49.00,1,10
10224832,1,90.00,1,
20194913,1,60.00,2,10
17319360,1,90.00,4,8
7671112,1,99.00,1,10
7208745,1,60.00,1,
17593461,1,35.00,2,10
16164699,1,94.00,4,9
14724495,4,300.00,4,10
17023591,1,40.00,2,9
16506179,1,130.00,4,9
17680909,1,35.00,2,10
3523001,1,125.00,1,
8108376,2,100.00,4,10
18999839,1,50.00,2,10
19602968,1,38.00,1,
4742102,4,375.00,1,10
8829341,1,75.00,1,10
15774149,0,80.00,1,10
18353019,1,45.00,2,10
17527586,2,100.00,1,10
15872277,1,100.00,1,10
12386361,1,65.00,2,
9240346,1,120.00,1,9
10784650,2,219.00,3,9
4126452,2,200.00,1,8
8106902,1,160.00,1,10
2594067,1,190.00,1,9
13974696,1,225.00,1,
5105989,1,99.00,1,9
751818,1,99.00,1,10
20730892,2,0.00,1,10
13839350,1,225.00,1,10
12472883,1,150.00,1,
1578792,1,99.00,1,9
14807617,1,129.00,1,10
9156207,1,250.00,1,10
8989544,1,140.00,1,
7560016,0,175.00,1,10
14723166,0,250.00,1,9
12882914,1,310.00,1,
4717034,1,325.00,1,9
797972,1,130.00,2,9
13082319,1,375.00,1,10
517600,1,210.00,1,9
11123996,0,250.00,1,10
12301489,0,198.00,1,9
9944018,2,221.00,2,9
3851719,1,99.00,1,9
4643192,1,139.00,1,9
12132427,1,177.00,1,9
828553,,130.00,2,9
4343860,0,239.00,1,9
10724373,0,110.00,1,10
20308199,1,99.00,1,
63003,1,85.00,1,10
648047,1,62.00,1,10
7067804,1,100.00,1,
10283038,1,175.00,1,9
4856222,2,205.00,2,8
17431995,2,160.00,1,10
15310580,1,160.00,1,8
7772479,1,180.00,1,10
64842,1,115.00,1,9
2051149,1,150.00,1,9
13105965,0,115.00,1,10
11191242,2,125.00,1,9
4831130,1,225.00,1,9
13623700,1,275.00,1,
15203372,1,170.00,1,10
246351,1,135.00,1,8
19504515,2,250.00,1,
9771811,0,195.00,1,10
16970733,0,155.00,1,9
17385892,1,175.00,1,10
13100373,1,100.00,1,
17222011,0,159.00,1,10
7837408,0,260.00,1,10
17169353,3,520.00,1,10
16478940,3,1,100.00,1,10
4967004,0,156.00,1,10
723867,1,196.00,1,10
5940920,2,250.00,2,8
10546363,1,63.00,1,9
3600518,1,250.00,1,
7398163,1,45.00,1,10
5374226,0,169.00,1,10
6209799,0,150.00,1,6
1966349,0,189.00,1,10
5505918,1,73.00,1,10
16133477,1,420.00,1,9
9580218,1,80.00,1,
1815211,1,185.00,1,9
3944627,1,200.00,1,10
10498427,1,130.00,1,
799467,2,400.00,1,9
14169102,1,74.00,1,9
20722794,0,134.00,1,10
19416458,1,200.00,1,10
8013780,1,65.00,1,
3302463,0,275.00,1,10
747159,1,140.00,1,9
13723345,0,185.00,1,10
9464605,1,59.00,1,9
20999267,1,106.00,1,
19295472,1,225.00,1,10
3567258,0,220.00,1,10
9990026,1,150.00,1,
1077176,1,155.00,1,10
18772198,1,249.00,2,10
19532191,0,150.00,1,10
3962586,1,150.00,1,10
11827224,2,130.00,1,10
8420870,1,210.00,3,9
8547039,1,160.00,1,
5015281,0,1,000.00,1,
9967046,1,125.00,1,9
8809245,2,320.00,2,
20549139,1,295.00,1,
651475,1,109.00,1,9
4621713,1,200.00,16,5
9646822,0,145.00,1,
20091873,1,130.00,1,
16163482,1,185.00,1,
834813,2,185.00,1,9
20120848,0,102.00,1,
5549530,1,99.00,1,9
6620911,0,150.00,1,10
15271897,1,90.00,1,9
18548852,1,109.00,1,
14748721,1,125.00,1,10
20327659,1,179.00,1,
10030920,1,115.00,4,
21172321,1,180.00,1,
1824808,1,225.00,3,8
16193921,2,389.00,1,9
8722970,0,125.00,1,10
4791389,1,250.00,1,9
7843696,1,79.00,1,
17685139,3,400.00,1,9
4203567,2,400.00,1,10
18425988,0,96.00,1,10
12004174,0,240.00,1,
9645073,2,335.00,1,9
16178357,1,59.00,2,10
11611298,1,89.00,1,9
20904683,1,87.00,1,10
11658950,1,99.00,1,10
4447611,1,350.00,1,
15872623,1,179.00,1,8
13972090,1,45.00,1,9
9515996,2,279.00,1,9
9779228,1,86.00,1,
16071397,1,64.00,1,10
2966453,1,205.00,1,10
9028589,2,325.00,1,9
18171261,1,179.00,1,10
636579,1,209.00,1,9
14371178,1,150.00,1,9
16337271,1,200.00,1,10
7294234,1,115.00,4,10
9457270,1,199.00,3,8
7462108,1,80.00,1,9
19970186,0,125.00,1,9
3757461,1,73.00,1,9
7886308,1,300.00,1,
11359913,4,1,200.00,1,
11885446,1,90.00,2,
20012591,1,200.00,1,
20406102,1,115.00,1,10
908640,1,200.00,1,9
11100490,3,500.00,1,9
16737638,1,375.00,1,
8873479,1,124.00,1,10
11633999,1,210.00,1,10
13902088,1,125.00,1,
19709550,2,239.00,4,8
10222998,1,259.00,1,9
13417080,1,110.00,3,9
11695822,1,175.00,1,9
6670272,1,105.00,1,10
19574390,1,300.00,1,10
1099387,1,109.00,1,8
173742,2,400.00,1,9
14444170,3,650.00,1,10
2663296,1,200.00,1,10
13279591,1,177.00,1,10
10790271,1,189.00,1,10
14282777,0,181.00,1,
19961187,2,280.00,1,
20388056,0,170.00,1,10
18946020,1,149.00,1,9
3611813,1,150.00,1,9
5287414,1,65.00,1,9
18649822,0,287.00,1,10
2150727,3,2,000.00,1,
12751037,1,93.00,2,9
21154063,2,149.00,1,
7900908,1,249.00,2,10
5319785,1,139.00,1,10
9865506,1,200.00,1,9
8320702,1,180.00,1,9
9733280,1,150.00,1,10
18727947,1,199.00,1,10
13812391,1,91.00,1,9
19841564,1,95.00,1,6
9422196,1,95.00,1,10
16826741,1,140.00,1,10
7471102,1,225.00,1,
2227377,2,650.00,1,
18153026,1,90.00,1,10
13170664,1,374.00,1,9
10433284,1,90.00,1,
10080979,1,140.00,1,
20640049,2,195.00,2,10
17559842,2,279.00,1,10
454929,2,139.00,1,10
1307095,1,123.00,1,9
9130275,1,119.00,1,9
321014,2,245.00,1,10
1892680,1,175.00,2,9
14869063,1,225.00,1,10
15465050,1,99.00,3,9
16243676,1,200.00,1,8
15585329,0,375.00,1,10
8903584,1,140.00,1,6
4774190,0,198.00,1,10
20685835,0,139.00,1,6
11065633,1,150.00,1,10
11325107,1,145.00,1,9
13488121,1,75.00,1,8
16566644,1,93.00,1,
11257690,4,700.00,1,9
20432888,0,340.00,1,
9944017,1,235.00,2,10
15974364,1,85.00,2,
20034233,2,250.00,1,
16054200,1,110.00,1,10
15390748,0,180.00,1,10
18458323,1,226.00,1,9
4694179,2,180.00,1,10
10134298,1,85.00,2,10
6528046,1,249.00,1,
629770,,99.00,1,9
13473124,1,45.00,2,9
9279920,0,145.00,1,
14653718,1,250.00,1,10
1546380,1,130.00,1,9
19700561,1,150.00,1,10
3905849,1,120.00,1,9
6460927,1,295.00,1,10
13208373,1,350.00,1,
1827723,2,400.00,2,10
12776406,1,149.00,2,10
387735,1,225.00,3,9
21070346,1,0.00,1,
18447619,1,175.00,1,9
20282481,1,100.00,1,10
8485671,0,200.00,1,9
1670517,1,265.00,1,10
10157256,1,250.00,1,
9679310,1,160.00,1,10
12813050,2,195.00,1,
7858096,1,87.00,1,8
18181620,1,379.00,1,
20933996,1,0.00,1,
17757976,1,325.00,1,10
7475708,2,200.00,1,
3696746,1,180.00,1,9
16083708,1,200.00,1,
4145117,0,169.00,1,
7952963,1,160.00,2,10
8354383,2,220.00,4,10
15142409,1,299.00,1,9
11526771,1,139.00,1,
13651250,0,128.00,1,10
8079894,1,189.00,1,9
12009685,1,100.00,1,
15024328,1,185.00,1,10
9843892,1,80.00,2,8
7419517,1,200.00,1,
8860450,1,190.00,1,10
1913441,1,199.00,1,7
9712126,0,140.00,2,9
339142,1,119.00,1,9
12792132,0,150.00,1,9
11742647,1,100.00,2,9
7350615,1,269.00,1,10
14362124,1,85.00,1,9
6169981,0,200.00,1,10
21042438,0,200.00,1,
8720070,0,155.00,1,10
11602642,1,250.00,1,10
20174357,1,100.00,1,
1900780,1,249.00,1,10
15234773,1,85.00,2,10
20255693,1,250.00,1,9
4352537,1,64.00,1,
17458216,0,175.00,1,10
15885180,1,115.00,1,
13657938,1,150.00,1,
3825437,0,190.00,1,10
3825743,1,175.00,1,9
18766657,2,375.00,1,
3694268,1,190.00,1,10
12736073,2,249.00,2,9
14818234,3,300.00,1,9
20679755,1,199.00,1,10
1987218,1,138.00,1,10
13764238,1,75.00,1,10
11161984,1,105.00,1,10
19811442,0,175.00,1,
6311493,1,210.00,1,
9716437,1,215.00,1,10
1588157,0,249.00,1,9
21113637,4,199.00,1,
20195100,1,75.00,1,10
13392844,0,180.00,1,10
20194042,1,275.00,1,
2105163,0,195.00,1,
3415582,1,200.00,1,10
16363175,1,149.00,1,10
11672400,0,135.00,1,9
15860690,1,197.00,1,9
13506168,1,175.00,1,10
13479302,1,160.00,1,9
9078340,1,149.00,2,9
11276229,2,200.00,1,
20712708,1,190.00,1,9
658366,1,145.00,1,9
10226511,1,99.00,1,
6335490,1,194.00,1,10
13109413,1,400.00,1,
1876811,0,199.00,1,10
18875512,1,150.00,1,10
2554110,0,130.00,1,8
17301780,1,70.00,1,
19636069,1,75.00,2,9
2220415,3,300.00,1,8
375249,1,45.00,1,9
19931560,1,60.00,2,9
18274492,0,80.00,1,10
15635287,1,65.00,1,10
17864921,1,130.00,1,9
20169817,1,50.00,1,10
17011437,0,60.00,1,
20979310,1,75.00,1,10
777141,1,75.00,1,9
13296349,1,85.00,1,10
15717865,1,40.00,1,10
1025001,1,75.00,1,10
17759953,1,43.00,5,
17759501,1,49.00,5,10
17767119,1,56.00,5,
18858192,1,92.00,1,10
14786255,2,186.00,2,
18414121,1,60.00,1,10
19018157,2,100.00,1,10
17759744,1,49.00,5,
18506084,1,35.00,4,10
16414045,2,95.00,1,10
16026135,1,105.00,1,
14332083,1,34.00,4,9
4003515,1,95.00,1,10
18685943,1,75.00,1,10
18175743,0,100.00,1,
15774061,3,95.00,4,9
15531352,1,87.00,1,10
17757561,1,49.00,5,3
908911,1,30.00,1,9
19913814,0,100.00,1,
18719762,1,80.00,1,9
17943817,2,69.00,1,
19961297,4,180.00,1,10
7704920,1,99.00,1,
17787042,2,159.00,1,10
16508710,1,40.00,1,9
13511503,1,60.00,1,6
17573621,1,65.00,1,10
18227315,1,35.00,4,10
8826129,1,115.00,1,
14790550,3,150.00,2,10
6953066,1,180.00,1,
3231803,1,60.00,1,8
16110083,1,75.00,3,10
21026999,0,70.00,1,
11136854,1,90.00,1,10
13171614,4,300.00,1,
19161241,1,32.00,8,10
15756238,1,75.00,3,
10160215,1,49.00,7,10
6887755,2,109.00,2,9
9596212,1,55.00,1,
18857790,1,40.00,2,10
21038410,1,20.00,2,
19213856,1,32.00,8,6
18635071,1,120.00,1,10
10267242,2,150.00,7,10
10267034,1,49.00,7,8
7937553,1,150.00,7,9
6461789,1,48.00,1,10
10786987,1,25.00,2,9
13654166,0,109.00,1,10
9473889,1,100.00,1,9
18442196,1,199.00,1,
6673638,1,69.00,1,
19123593,1,32.00,8,10
19123456,1,32.00,8,
15843642,1,85.00,1,10
9026203,1,60.00,2,10
19117639,1,32.00,8,
13480090,1,69.00,1,
19639906,1,55.00,1,10
9416007,1,65.00,2,10
13466609,1,56.00,1,
20927896,1,45.00,1,
20796343,1,20.00,2,10
587698,1,65.00,1,10
14237068,2,120.00,1,10
8273206,1,110.00,1,10
19160879,1,32.00,8,10
17719353,1,79.00,1,
20983820,0,95.00,1,
20194449,1,25.00,2,10
19050274,1,32.00,8,
4856693,1,450.00,1,
3278691,1,27.00,1,7
19049432,1,32.00,8,
21170242,1,45.00,3,
19120941,1,65.00,1,10
15189516,1,45.00,1,10
267652,1,60.00,1,10
3645866,1,39.00,1,10
4495026,1,101.00,1,
14091525,1,30.00,1,10
4129212,1,50.00,1,
4823959,1,50.00,1,
2078796,0,80.00,1,9
18392597,1,60.00,1,10
18737220,0,51.00,1,
17133664,1,110.00,1,10
6534971,1,97.00,1,10
848170,1,100.00,1,10
452068,4,200.00,1,10
13493430,2,85.00,1,10
5849825,5,2,000.00,2,
19246634,2,116.00,1,10
14220949,0,100.00,1,8
12619450,1,75.00,1,8
20304193,1,70.00,4,9
17417619,1,45.00,1,10
20303322,1,70.00,4,10
19986353,2,59.00,10,9
11707920,1,45.00,10,9
6305553,1,35.00,1,
16443898,1,65.00,1,10
20994099,2,130.00,1,
8506167,1,70.00,1,10
8628860,2,180.00,2,10
646325,1,175.00,2,9
1305265,3,299.00,1,10
2736911,1,111.00,1,10
17811302,1,70.00,1,8
6344926,1,40.00,10,9
4905337,1,85.00,1,10
19845373,1,79.00,2,10
6292309,0,75.00,1,
18744371,3,145.00,1,10
9844047,2,130.00,1,8
13514680,1,50.00,1,8
11549676,1,35.00,1,10
20070549,1,58.00,10,8
16270455,1,90.00,1,
3692566,5,375.00,1,9
9586086,4,225.00,1,
10226626,3,99.00,1,10
13525308,1,95.00,1,10
20874820,1,99.00,4,10
14199146,0,55.00,1,
14595772,1,35.00,1,10
5424792,1,200.00,1,
4915341,2,125.00,1,9
18601353,1,60.00,1,10
5079124,1,50.00,2,9
5965198,0,64.00,1,9
15665469,1,54.00,1,10
16068067,1,100.00,1,6
1251681,3,250.00,1,9
317905,1,89.00,1,9
63546,1,39.00,2,9
20783233,1,49.00,1,10
14624028,1,55.00,1,8
20654072,1,42.00,4,10
13118930,1,55.00,1,
1126944,4,210.00,2,6
1260031,2,79.00,1,9
5717674,1,70.00,1,9
11096888,1,45.00,1,
18629326,2,110.00,1,
11733833,3,150.00,1,
12535784,1,72.00,3,
9260616,1,150.00,1,10
17780857,1,250.00,1,
13884253,1,46.00,1,10
19850113,1,45.00,10,9
18962052,1,40.00,1,
874706,1,125.00,1,9
19945772,3,160.00,1,
9919053,2,120.00,1,8
4700809,1,35.00,2,
16212477,1,80.00,1,8
7835778,1,38.00,1,10
7822653,0,175.00,1,
19359301,1,100.00,1,
15790033,1,49.00,1,
12226927,2,105.00,1,9
8687556,1,65.00,3,9
16930115,1,68.00,1,10
8567664,1,78.00,1,10
13814049,1,50.00,1,
8172864,1,81.00,2,10
21149901,1,35.00,1,
6207473,1,49.00,1,9
16954154,1,40.00,10,9
4731162,1,50.00,2,9
19098568,1,99.00,1,
1731046,1,80.00,1,9
13673873,2,70.00,1,
17332200,1,40.00,3,10
10921135,2,100.00,1,
298788,1,125.00,2,10
14699186,1,100.00,1,9
20744284,1,85.00,1,10
6588365,1,49.00,3,9
3997083,2,125.00,1,
15990592,1,90.00,1,9
6749837,2,95.00,1,
9107681,1,40.00,1,10
19789802,1,50.00,1,
13167467,1,99.00,1,10
20175518,1,150.00,1,
10411356,1,46.00,2,
15783719,1,65.00,1,9
11850380,0,115.00,1,10
16238449,1,90.00,1,10
15720498,1,109.00,2,10
16489891,1,80.00,1,10
3911632,2,65.00,2,10
20551068,1,50.00,1,
5850035,1,150.00,2,
125594,1,39.00,2,9
14323803,1,42.00,10,9
14842489,0,125.00,2,9
6716020,4,500.00,1,10
1931855,1,89.00,1,10
18054742,1,55.00,2,
1239293,1,73.00,1,9
9926520,2,85.00,1,8
7306096,1,45.00,1,8
7173864,1,95.00,1,10
19101254,3,150.00,1,
15037640,1,40.00,1,10
7691059,1,69.00,1,8
2539,2,150.00,7,10
20934056,2,127.00,2,10
8753649,2,154.00,1,10
20147886,1,35.00,1,10
3688197,1,95.00,1,10
7158417,1,99.00,1,8
2416104,4,200.00,2,10
13031287,2,95.00,1,10
7438863,1,50.00,1,10
9768765,1,24.00,1,10
19073760,1,31.00,1,10
10386084,1,51.00,1,
20975716,1,74.00,1,10
679800,1,83.00,1,10
812467,1,39.00,1,10
2122918,1,49.00,1,10
13656107,1,99.00,3,9
15551590,1,75.00,2,10
3717749,1,70.00,1,10
14963458,1,82.00,1,9
3039332,3,159.00,1,10
9976536,1,115.00,1,
12332789,1,45.00,10,9
15869934,1,75.00,3,9
13640973,1,69.00,1,
7036,1,65.00,3,9
5771655,1,32.00,1,8
8130534,1,49.00,2,10
656281,1,72.00,2,9
19531805,1,80.00,1,10
12973353,1,49.00,2,
19375361,1,54.00,2,10
14341121,1,85.00,2,10
14677233,1,150.00,1,
19767472,2,140.00,1,8
4629726,0,100.00,1,8
6014853,1,100.00,1,
9757875,1,47.00,3,8
10657771,1,162.00,1,
9451250,1,70.00,1,10
6045917,1,150.00,3,
20886923,1,60.00,1,10
6046877,1,150.00,3,
20305785,0,200.00,1,
13468421,1,150.00,3,
7804958,1,36.00,2,8
21176433,1,85.00,2,
11362069,2,200.00,1,10
13026615,1,98.00,1,
7636284,1,55.00,2,
11912865,1,45.00,2,10
14675559,0,42.00,1,
16769787,1,80.00,2,9
1104567,1,140.00,1,10
12039579,1,90.00,3,
6660518,1,59.00,3,10
8733472,0,100.00,1,10
21068980,6,60.00,1,
9491450,2,148.00,1,9
19874046,1,100.00,1,10
19475210,3,300.00,1,10
808618,1,65.00,1,10
5784179,1,65.00,1,
13640476,1,45.00,1,
19523894,1,91.00,1,10
5891777,2,65.00,1,9
8275676,2,99.00,1,10
4110254,1,75.00,1,
16232783,1,51.00,1,10
17209549,1,75.00,1,9
17554298,1,106.00,1,10
6464070,1,34.00,1,9
17013623,1,47.00,1,10
16227708,1,60.00,1,
19948594,1,89.00,1,
9028493,1,90.00,1,9
14913197,1,56.00,2,10
18208324,1,54.00,1,10
13216537,1,95.00,1,10
16936036,1,59.00,1,10
8222831,1,85.00,2,10
17877910,1,55.00,2,10
12447596,1,80.00,2,10
15255254,1,99.00,1,9
21029490,1,50.00,1,
21140860,1,70.00,1,
2323335,1,35.00,1,9
19191340,1,77.00,1,10
16828578,2,80.00,1,10
18433896,1,59.00,1,10
11389037,1,70.00,1,
4639451,1,55.00,1,
9493142,1,70.00,1,
8400115,3,45.00,1,10
10886628,1,34.00,1,
736187,1,69.00,3,8
13640395,1,75.00,2,9
12184956,1,75.00,1,
10071156,1,60.00,1,10
13794822,1,59.00,1,10
4240308,1,90.00,1,10
17254855,1,70.00,1,
3861713,2,97.00,1,9
7854999,1,50.00,1,4
8582762,1,90.00,1,
14744735,1,55.00,1,10
20954875,1,55.00,1,10
7254023,1,50.00,2,10
9391509,1,145.00,2,10
10035471,0,189.00,15,10
20403568,1,80.00,2,10
16359891,1,150.00,1,10
20991910,1,145.00,1,10
1453377,1,129.00,1,9
4350120,1,145.00,2,9
19473178,1,95.00,1,10
18071374,1,150.00,2,10
19545890,1,88.00,3,10
16807550,1,55.00,1,
20310828,2,198.00,1,9
7460933,1,95.00,2,10
10329370,1,95.00,1,9
20552265,1,175.00,1,10
13578125,1,125.00,1,10
510543,1,75.00,2,9
17937309,1,150.00,1,10
16466804,1,99.00,1,10
12929019,1,150.00,1,9
13298279,1,120.00,1,10
7205668,1,140.00,1,
12830516,1,100.00,1,
9435931,2,255.00,2,10
15985264,1,95.00,1,9
12802817,1,150.00,2,
7636474,1,100.00,1,
4796220,1,200.00,3,8
5954466,1,175.00,1,10
3289009,0,150.00,1,
14138706,1,100.00,1,9
3341682,1,75.00,3,8
8167884,1,165.00,2,10
8630185,1,109.00,3,10
18209608,2,180.00,1,
602070,1,113.00,1,9
11716947,1,45.00,1,10
10542658,1,75.00,1,
9533058,2,130.00,1,10
11462136,2,225.00,1,10
20991057,1,149.00,1,10
1940780,2,220.00,1,10
20794628,2,199.00,1,10
131154,1,140.00,1,10
6334824,2,165.00,1,10
2071941,1,200.00,1,
11378564,3,176.00,1,10
13013734,1,200.00,1,9
13358067,1,114.00,1,10
4047791,2,165.00,1,10
20125262,1,150.00,1,
9371173,1,120.00,1,
2086828,1,130.00,1,10
10096707,1,165.00,1,10
16545024,1,185.00,1,10
16441625,2,150.00,2,9
9753443,0,159.00,1,7
18751261,1,225.00,1,10
1160006,1,120.00,1,
10540910,2,195.00,2,10
17135,1,75.00,1,9
13715313,1,175.00,1,9
17763464,1,55.00,1,10
20848925,2,350.00,1,
10947803,2,300.00,1,10
710283,3,330.00,1,9
16242309,1,199.00,1,10
19453408,3,236.00,1,10
4053517,2,174.00,2,10
6879485,1,125.00,1,10
16337188,1,60.00,1,10
17095296,1,45.00,4,9
16630594,1,99.00,2,10
16323731,1,45.00,7,10
17530300,1,55.00,4,9
77765,1,179.00,28,9
8552070,1,70.00,2,10
18986503,1,80.00,1,
13083988,1,90.00,1,10
7316104,1,140.00,1,10
2346106,1,100.00,1,10
10009963,1,52.00,1,10
367810,1,150.00,1,10
19135425,1,125.00,1,
727547,,199.00,28,9
12711844,1,110.00,1,10
21013416,1,80.00,4,
16082515,4,150.00,4,9
17282945,4,241.00,7,9
20236280,2,275.00,1,9
20216170,1,140.00,1,9
16488845,2,250.00,2,10
18087564,0,120.00,1,10
18991523,1,120.00,1,
253815,,199.00,28,9
253466,,199.00,28,9
253803,0,199.00,28,9
253471,,199.00,28,9
16296071,0,125.00,1,10
3467959,1,175.00,1,10
649878,1,120.00,1,10
3664714,1,110.00,1,9
