id,bedrooms,price,calculated_host_listings_count,review_scores_value
14022980,1,33.00,1,10
7207198,1,65.00,1,10
21035261,1,90.00,1,
1571050,1,40.00,6,9
7272680,1,63.00,8,9
17497085,1,200.00,1,
3603426,1,84.00,1,10
20052940,1,45.00,1,10
4848500,2,120.00,1,
5297292,2,135.00,1,10
15989547,1,41.00,1,9
9370403,2,130.00,2,
16840727,1,30.00,1,10
11991044,3,399.00,2,10
4978610,2,60.00,3,9
12973927,1,45.00,1,10
11138910,1,109.00,1,10
15857118,3,250.00,1,10
20641229,0,143.00,1,9
8648134,1,130.00,1,10
18151577,1,53.00,1,9
13891670,1,41.00,1,10
13063036,2,250.00,1,10
15596539,1,45.00,1,
20379446,1,70.00,1,10
7599873,1,90.00,1,10
784124,2,149.00,4,9
11075198,1,125.00,1,9
16241503,1,80.00,1,10
16244634,1,40.00,1,10
18412502,1,130.00,1,10
15659787,1,80.00,2,
13824731,2,125.00,1,10
15659743,1,150.00,1,10
13431471,1,65.00,2,9
3767674,2,200.00,1,9
848087,1,100.00,1,8
20639914,1,0.00,6,10
8843403,1,50.00,1,10
8712309,1,95.00,3,10
14741623,1,47.00,1,10
13561961,1,34.00,1,
20639792,1,0.00,6,10
3010571,1,165.00,1,10
20053253,1,100.00,1,10
19198573,1,60.00,1,10
19856802,1,40.00,1,
7074232,0,120.00,1,
17951580,2,150.00,1,10
3468092,1,140.00,2,10
15662215,3,147.00,1,9
20441901,4,50.00,3,
14281460,1,35.00,1,9
846549,1,60.00,1,9
18674146,1,70.00,3,10
6924876,1,58.00,1,10
5173018,1,75.00,1,9
2551532,2,176.00,2,9
7727798,1,110.00,3,10
20900545,4,290.00,1,10
7662069,1,130.00,1,10
7727560,1,60.00,1,
10414445,1,50.00,1,
14412107,2,188.00,1,10
18540856,1,100.00,1,10
5173154,1,70.00,1,
16288234,1,40.00,1,
10546606,1,45.00,1,
9756729,1,60.00,1,
4713896,1,70.00,1,9
8383833,1,33.00,5,10
19066190,1,46.00,1,10
9759704,1,31.00,1,10
7809021,3,138.00,1,9
16314267,1,70.00,3,10
15984863,1,59.00,2,10
18545695,1,69.00,1,9
14936181,1,215.00,1,
15788050,1,49.00,2,10
7007477,1,125.00,1,10
6155500,1,54.00,1,10
20311253,2,55.00,2,
7728265,1,32.00,1,
13167264,1,69.00,9,9
20376152,1,50.00,2,
19588835,2,132.00,2,
9234132,1,59.00,1,
20899507,1,38.00,1,
15066701,3,195.00,1,10
18736721,1,51.00,2,10
6678082,2,150.00,1,9
19523121,1,50.00,1,10
5696687,1,70.00,1,
20244002,1,51.00,3,
18474279,1,65.00,1,10
7726296,1,115.00,1,
12051607,1,65.00,1,
6087827,1,85.00,1,
20768698,1,80.00,1,
12052345,1,45.00,1,10
14214998,1,120.00,1,
228317,1,135.00,1,10
9299042,1,70.00,1,
19587940,1,32.00,1,10
5602200,1,75.00,1,9
2418060,1,48.00,1,10
7262439,1,40.00,1,
11657888,1,62.00,3,10
10478114,1,65.00,1,10
16054732,1,60.00,1,
10609103,2,93.00,1,9
4120954,3,347.00,1,9
14279748,1,70.00,1,10
20111316,1,84.00,1,10
17096623,0,45.00,1,
6676383,2,175.00,2,10
16310174,1,75.00,1,
7397237,1,100.00,1,10
16441995,1,175.00,1,10
18971413,1,80.00,1,
1499737,1,60.00,4,9
4644632,2,145.00,2,10
18858039,1,54.00,2,10
13688390,1,65.00,1,10
20110901,1,60.00,1,10
1891798,0,97.00,1,10
12705883,1,51.00,1,
3989564,1,119.00,1,9
18668594,1,63.00,1,
9231341,1,100.00,1,
21160157,1,79.00,2,
20438800,0,86.00,1,10
19914433,2,70.00,2,10
1039984,2,130.00,2,9
7003060,1,80.00,1,10
20830989,1,50.00,1,10
8266871,1,40.00,1,10
17685791,1,149.00,1,10
6020382,1,65.00,1,
11984115,1,90.00,1,9
18275502,0,196.00,1,10
17095846,1,60.00,1,10
1825949,1,81.00,1,9
14801247,1,2,000.00,1,
18348443,1,60.00,2,7
9165191,1,40.00,1,10
19913070,1,105.00,1,10
17226069,1,88.00,1,10
8838513,1,45.00,1,10
11325635,1,195.00,1,10
4775278,1,75.00,1,8
18819479,1,80.00,3,10
19912854,1,92.00,1,10
63657,2,160.00,2,9
20306472,1,35.00,1,10
14276659,1,47.00,3,9
14014326,1,85.00,7,9
14014298,1,75.00,7,8
7698722,2,99.00,2,10
9426406,2,125.00,1,
20895742,1,195.00,1,
3004348,1,100.00,1,10
11982791,2,155.00,1,9
1758391,1,75.00,2,9
16570026,1,29.00,2,
13170825,1,75.00,1,9
18142927,1,40.00,1,10
16241334,3,99.00,1,10
17748232,1,59.00,2,10
1691903,1,50.00,4,10
13750448,1,79.00,1,9
20697209,2,115.00,1,10
16896105,1,39.00,2,9
19386444,2,150.00,1,10
15716232,1,110.00,5,
17944444,1,46.00,1,10
15322871,1,31.00,1,10
20763189,1,65.00,3,10
6027345,1,79.00,2,10
4378951,2,130.00,1,10
2739832,1,69.00,1,10
17026213,1,50.00,2,9
1690764,1,55.00,1,10
16503382,1,110.00,1,9
249867,1,125.00,4,9
21090307,1,150.00,1,
2968729,1,52.00,1,9
18073864,1,69.00,9,9
5885373,1,95.00,6,9
1559951,1,80.00,1,
14011728,2,100.00,1,10
118061,2,110.00,1,9
20957065,1,110.00,2,
19777412,3,350.00,2,10
640899,1,110.00,5,
6538963,1,90.00,1,10
13747861,2,173.00,1,10
1427084,1,60.00,1,10
1034911,1,150.00,2,10
10472004,1,36.00,1,9
16632346,1,120.00,1,10
12568104,1,39.00,1,9
8504666,2,175.00,1,10
15189306,1,79.00,1,9
7457673,1,85.00,1,9
9107118,1,45.00,1,10
641012,1,150.00,1,10
7456691,1,125.00,1,9
9028599,1,85.00,2,
17286082,0,109.00,1,9
16237512,1,33.00,1,
15451060,1,80.00,1,10
3916694,2,120.00,1,10
18467722,1,0.00,1,
7032930,1,99.00,5,9
8111575,2,100.00,1,8
7717598,1,35.00,5,9
17626523,2,175.00,1,9
6930780,1,139.00,1,10
19120316,1,49.00,3,10
7979200,1,95.00,1,9
2080861,3,177.00,2,9
9944808,1,40.00,2,10
15188712,1,65.00,2,10
1426004,1,72.00,1,9
16368233,1,45.00,1,10
19059334,1,95.00,2,10
507393,1,49.00,5,9
6142960,1,110.00,1,9
5094335,1,97.00,1,
11255694,1,65.00,1,10
245574,1,180.00,1,9
4439839,3,125.00,2,9
10730086,1,45.00,1,10
17152580,1,75.00,2,10
10729951,1,105.00,1,9
8210840,3,230.00,3,10
19904929,1,45.00,1,10
12827022,1,130.00,2,10
638218,1,85.00,1,8
20270440,1,25.00,15,10
19996524,1,77.00,1,10
8254640,2,200.00,1,10
16496476,1,45.00,2,10
374548,1,85.00,2,9
17938028,1,55.00,1,10
13153886,2,170.00,1,10
20037096,1,47.00,6,10
14925244,2,325.00,1,10
1031521,1,120.00,1,9
9944415,1,75.00,1,10
914325,1,80.00,1,10
1291490,1,60.00,12,9
4437217,1,59.00,5,8
4568184,1,90.00,1,8
12433302,1,150.00,1,10
9024584,1,70.00,1,10
13612094,1,60.00,1,10
12383041,1,40.00,1,10
2995000,1,140.00,1,10
8762135,2,250.00,2,10
16757480,1,37.00,1,
16365878,1,130.00,1,10
13744371,1,49.00,1,9
11646497,1,89.00,2,
17625824,1,39.00,1,10
13217991,1,55.00,1,10
13348987,1,85.00,2,10
14135050,1,70.00,1,
15052455,1,55.00,4,10
9548422,1,45.00,3,10
19903082,1,250.00,1,10
10072678,1,89.00,1,9
20689426,2,237.00,2,
12955281,1,115.00,1,10
8367572,1,140.00,1,9
640910,1,150.00,5,
7319582,1,45.00,1,
5353431,0,80.00,1,9
9542827,1,59.00,1,10
20828952,1,82.00,1,
1656621,2,80.00,3,9
19246709,1,60.00,2,
13475688,1,85.00,1,10
13478495,2,120.00,1,8
20556343,1,55.00,5,9
6269439,1,85.00,1,9
2730497,0,130.00,1,10
7712008,1,70.00,1,10
16755920,1,60.00,4,
4828336,2,120.00,1,10
9677912,3,220.00,1,9
20425060,1,50.00,1,10
10070294,1,55.00,1,7
6400170,0,80.00,2,7
13346901,1,50.00,2,10
8628970,1,40.00,1,
16440392,1,75.00,2,10
4171526,1,74.00,1,9
19769013,1,75.00,1,10
6661170,1,40.00,1,9
7988385,1,45.00,1,
18324317,1,33.00,1,
7709661,1,58.00,10,8
17874107,2,105.00,1,9
14263143,1,50.00,1,10
17889378,2,180.00,1,9
20817888,1,85.00,2,10
14195493,1,140.00,1,10
14918238,1,60.00,2,10
7709304,0,150.00,1,8
7709150,1,58.00,10,9
8234519,1,69.00,4,10
7775711,1,70.00,1,
20423928,1,85.00,1,
7709799,1,60.00,10,8
20817020,1,50.00,1,
19505620,1,115.00,1,10
6560459,1,48.00,1,
13082788,1,110.00,1,10
106647,2,151.00,1,10
16097244,1,40.00,1,10
21079508,0,99.00,1,
14919110,2,115.00,1,10
10069376,1,64.00,2,10
7382396,1,64.00,1,10
17539859,1,150.00,1,10
12821248,1,130.00,1,9
3907413,1,40.00,2,8
15310667,1,185.00,3,
20815681,2,150.00,1,
18718498,2,120.00,1,10
10985169,1,76.00,1,8
16031340,1,35.00,1,10
20029021,1,129.00,1,
9937333,0,80.00,1,10
16314419,1,25.00,2,9
21012056,2,190.00,1,
12033412,1,61.00,9,8
17669480,0,125.00,1,10
4693338,1,46.00,1,9
6397094,1,86.00,1,
6659102,1,129.00,1,10
18059224,1,69.00,9,9
3775259,2,155.00,1,10
20618037,2,295.00,1,9
16620235,1,125.00,1,10
13474455,1,109.00,3,10
10065831,1,37.00,1,6
20420507,1,1,000.00,1,
20748152,1,100.00,3,2
19241899,1,86.00,1,10
4823953,1,84.00,3,9
6657454,1,95.00,1,9
15570334,1,120.00,1,10
1545542,1,80.00,1,9
15963447,3,180.00,1,9
14260664,1,60.00,1,10
17013137,1,55.00,1,10
7837816,1,60.00,1,10
1808497,1,75.00,6,8
4572174,1,75.00,1,10
12425266,1,60.00,2,9
12228640,0,110.00,1,
19829773,1,60.00,2,10
1808550,1,75.00,6,8
18060192,1,55.00,1,10
12686241,1,45.00,2,9
14952357,1,44.00,2,9
13996884,1,50.00,2,10
4821786,1,100.00,1,8
20026998,1,200.00,2,8
18191966,1,40.00,1,10
4822557,1,90.00,1,
13080002,1,37.00,1,
5870127,2,185.00,3,10
19801076,7,839.00,1,10
6385039,1,65.00,2,10
8884181,3,200.00,1,10
13733766,1,82.00,3,8
2592640,1,30.00,1,10
19500920,3,200.00,1,10
13209430,1,200.00,1,
19763012,1,47.00,2,10
2462451,1,72.00,3,10
20680431,1,33.00,3,10
13600241,2,165.00,1,9
14085382,1,70.00,1,10
5672471,1,65.00,1,
19172885,1,50.00,2,8
19238409,2,68.00,2,9
2723338,1,50.00,2,
16616853,1,150.00,1,10
17796507,1,42.00,1,9
20680045,1,32.00,3,10
10980678,1,85.00,1,10
20483387,1,50.00,1,
9146595,1,120.00,1,10
6000868,1,110.00,2,9
4821218,1,45.00,1,9
19239064,1,125.00,1,
2854979,2,139.00,1,9
757007,1,175.00,1,10
18582792,0,99.00,2,10
1805150,1,61.00,12,9
8227628,1,89.00,4,9
5999400,1,65.00,1,9
15436493,3,300.00,1,9
12814997,1,70.00,1,10
18582141,1,125.00,1,10
13233253,1,30.00,1,
15568484,1,40.00,1,6
17009057,2,300.00,2,10
1280412,1,100.00,1,
17533279,1,40.00,1,9
17664316,1,45.00,3,10
20016860,1,69.00,1,
4975801,2,145.00,2,7
15268288,1,180.00,1,10
4557832,1,85.00,1,10
1018769,1,70.00,1,10
1542279,1,55.00,12,9
13076592,1,60.00,1,10
18057285,1,93.00,1,10
11634601,1,65.00,1,9
2590590,0,92.00,1,10
13491040,1,135.00,1,9
8055721,1,79.00,7,10
2328123,1,95.00,1,10
15435275,1,60.00,1,
1148279,1,60.00,1,9
19458945,1,50.00,2,10
11371773,1,90.00,3,9
12747935,4,37.00,4,9
16352375,1,55.00,2,10
20285252,2,300.00,1,10
9275199,1,46.00,1,
9012991,1,50.00,7,8
6652755,1,145.00,1,10
12813068,1,60.00,3,9
5210723,1,40.00,2,9
6784345,1,69.00,1,10
20677954,1,65.00,2,8
15566106,2,130.00,1,9
6391062,1,65.00,1,8
15565058,1,80.00,3,8
3768726,1,105.00,1,9
753991,2,105.00,2,10
14516582,1,160.00,1,8
16285996,0,110.00,1,10
7307468,1,49.00,1,4
17539808,1,55.00,1,10
6783841,1,130.00,1,10
4227161,7,1,050.00,1,9
19633511,1,51.00,1,
12287890,2,175.00,1,9
13299778,1,85.00,1,8
16613167,1,73.00,1,10
2326253,1,75.00,2,8
10453452,1,50.00,1,10
5734824,1,125.00,1,9
17268340,1,85.00,1,10
17923411,1,55.00,2,10
14384455,1,35.00,7,9
19103012,3,180.00,1,9
13494825,1,125.00,1,6
18054268,4,260.00,1,10
10124343,1,58.00,3,9
753687,1,125.00,1,9
9797683,1,55.00,2,10
16810041,1,45.00,1,10
19720871,1,99.00,3,9
12287938,1,50.00,1,8
16612424,1,30.00,2,10
18840369,1,130.00,2,10
17376200,1,65.00,1,9
14383742,1,75.00,1,9
752202,1,96.00,1,9
490088,2,90.00,1,9
20675149,1,58.00,1,
18577989,1,45.00,1,9
2193945,1,90.00,1,10
4161013,2,159.00,1,9
15957549,2,85.00,2,2
2471393,1,75.00,1,9
7306633,1,99.00,1,9
7175595,1,66.00,1,
6913431,1,105.00,1,9
7574757,1,69.00,1,9
19365218,1,55.00,1,9
14383214,1,50.00,1,
1275942,1,55.00,12,9
19327327,3,250.00,1,7
5208009,2,105.00,1,10
16050505,1,75.00,1,9
14776203,1,57.00,35,10
3970224,2,200.00,1,10
8339286,1,45.00,1,
19786240,4,695.00,2,
256506,2,75.00,2,9
14842843,1,55.00,1,10
20282225,1,55.00,1,10
9534327,2,165.00,2,
19037029,1,85.00,1,8
9010023,1,80.00,1,
12155727,1,125.00,1,10
21067615,1,45.00,2,
8615681,0,150.00,1,9
4421355,1,130.00,1,
55565,1,150.00,2,9
2061814,1,60.00,1,9
18180504,1,57.00,1,10
1407364,3,260.00,1,9
16361439,0,75.00,1,10
6388047,2,120.00,1,8
13728072,1,51.00,1,
7858164,1,88.00,1,10
19822902,0,100.00,1,10
3111195,1,50.00,2,10
3533180,6,399.00,4,9
6912211,1,122.00,2,9
16349381,1,75.00,1,10
3635348,1,150.00,1,9
7698593,1,100.00,1,
3503317,2,200.00,1,
2069359,1,80.00,4,9
9401508,1,34.00,1,10
13333542,2,159.00,1,9
1143727,5,413.00,2,9
4516939,1,72.00,7,9
883209,1,50.00,1,8
20543983,1,70.00,1,
9271742,1,110.00,2,10
227715,1,80.00,4,9
19887942,3,170.00,1,10
16086796,1,50.00,1,9
488327,1,105.00,3,9
12546870,1,40.00,1,9
2454281,1,75.00,2,9
12546799,0,60.00,1,10
18313864,1,60.00,1,10
19100234,1,170.00,1,8
10318395,4,298.00,1,9
16085546,1,145.00,1,
9387436,1,130.00,1,10
19101115,3,1,200.00,1,
3372399,2,175.00,1,10
125163,1,99.00,2,10
18576723,1,65.00,1,10
7435577,2,135.00,1,10
6133150,1,52.00,1,8
9660635,2,99.00,2,8
7678187,1,110.00,1,9
225306,1,79.00,3,9
1929186,1,175.00,1,10
255996,1,125.00,1,9
20017121,2,85.00,1,10
20672473,0,60.00,1,
19019349,0,70.00,1,
20606764,1,37.00,1,
20148004,1,45.00,1,10
17788697,1,150.00,1,
11495721,2,135.00,1,9
8483688,1,42.00,1,
18706173,2,200.00,2,10
4091629,1,175.00,2,9
5833530,1,40.00,1,
1238285,1,59.00,2,8
20541036,1,80.00,1,10
1404510,1,95.00,6,8
1497971,1,68.00,2,10
486915,1,85.00,1,9
9168809,1,65.00,1,10
1404355,1,95.00,6,9
16604023,1,120.00,1,10
20017584,1,50.00,1,9
2453855,2,109.00,1,8
11438189,3,134.00,1,9
5695523,1,110.00,1,10
19624109,1,65.00,2,
15036516,1,45.00,1,
3764301,1,100.00,2,6
17526131,2,120.00,1,10
93313,2,120.00,2,9
5205123,1,150.00,1,9
10316923,1,45.00,1,10
20409395,1,65.00,9,8
14248946,1,80.00,1,10
20016090,1,152.00,1,10
7023033,1,99.00,3,10
14250349,0,80.00,1,10
1273533,1,75.00,1,4
10086344,2,100.00,1,
3238517,1,105.00,1,10
5466630,1,119.00,1,9
1141120,1,140.00,6,9
13461855,1,80.00,1,10
10709249,2,155.00,1,10
19949803,1,65.00,1,9
18518366,1,55.00,1,10
9231083,1,85.00,1,9
12806940,2,225.00,1,10
15952656,1,65.00,1,10
16749005,2,250.00,1,10
20671105,0,35.00,6,8
4140622,1,100.00,2,
14771702,1,80.00,1,
15557960,1,53.00,1,7
12685533,1,76.00,3,10
8055582,1,79.00,7,9
7037999,1,50.00,3,9
18571803,1,56.00,3,
19227138,1,55.00,6,9
10576212,1,65.00,1,9
3270009,1,68.00,7,9
19488718,1,45.00,1,10
9527053,1,60.00,1,
2188204,1,150.00,1,10
352976,1,66.00,5,9
19227244,1,135.00,1,9
12018241,3,199.00,1,9
220563,1,75.00,3,9
8609779,2,140.00,1,10
19225682,1,200.00,1,
778974,1,65.00,3,9
6249334,2,145.00,2,10
14899955,1,35.00,1,8
19265766,2,150.00,1,10
12409346,1,99.00,1,9
18962326,2,120.00,1,9
20927908,1,38.00,1,
7857040,1,36.00,1,
18036963,1,90.00,1,10
8206060,2,200.00,1,10
14374179,1,42.00,7,9
8606596,1,115.00,1,
18568023,1,45.00,1,
17523505,1,60.00,1,10
2708262,3,220.00,1,9
1266411,2,174.00,1,9
20789361,1,84.00,1,10
5200203,10,1,350.00,1,9
997404,1,145.00,1,10
18211527,1,77.00,2,9
13980828,2,139.00,1,10
9626230,3,250.00,1,9
17125045,1,45.00,1,
6246010,1,62.00,6,9
20926888,3,415.00,3,
8849758,1,45.00,1,9
16272946,1,58.00,1,9
18960376,1,63.00,1,9
21056266,1,65.00,1,
20270527,1,45.00,15,9
20270141,1,23.00,15,7
16337890,1,55.00,2,
13584889,1,50.00,1,
17647309,3,225.00,1,10
20530264,1,55.00,11,8
1131422,1,40.00,3,9
21119908,2,100.00,1,
20530001,1,55.00,11,8
18565752,0,99.00,2,10
13451786,1,70.00,1,10
13190453,0,135.00,1,9
19066400,1,70.00,1,10
7415905,1,125.00,1,10
20268134,1,85.00,2,
16465638,1,60.00,1,10
20530604,1,70.00,11,9
279969,1,100.00,2,9
16334327,1,68.00,1,9
867769,1,65.00,3,9
20792967,1,74.00,1,
20529328,1,80.00,11,9
12730434,1,125.00,1,10
4930683,1,100.00,1,10
17631748,0,76.00,1,10
280046,1,125.00,2,8
20071889,1,47.00,6,7
10959151,1,45.00,1,10
12335328,1,95.00,2,
18036863,2,135.00,1,9
20920001,1,40.00,2,
9778835,3,100.00,1,9
6806080,1,85.00,1,10
9713048,1,47.00,1,10
18472494,3,165.00,1,10
1520806,2,170.00,4,9
3093616,2,140.00,2,9
8992714,1,51.00,1,10
5191617,1,70.00,2,
14300957,1,55.00,2,10
450011,2,129.00,2,9
7680750,2,100.00,4,9
13906636,1,148.00,1,10
8861708,1,90.00,2,
341314,1,100.00,1,
9647396,1,125.00,1,10
14671123,1,33.00,2,
9777530,2,99.00,1,9
4927853,3,45.00,2,9
9776054,3,800.00,1,10
9395456,6,600.00,7,
4402064,1,76.00,2,
20394146,1,58.00,1,9
19345504,0,75.00,1,8
3877315,1,95.00,1,9
3860464,1,135.00,1,9
9644430,1,45.00,1,10
1517917,1,67.00,1,10
15149261,2,119.00,1,7
6105140,1,76.00,1,10
15477385,1,100.00,2,
15656659,1,35.00,1,10
19342731,1,45.00,1,
20456324,1,65.00,6,8
4531990,1,75.00,1,
19474011,1,38.00,1,
6759052,1,40.00,1,6
10035706,1,42.00,1,
4792705,2,149.00,2,9
729365,1,95.00,2,9
9886571,1,80.00,1,10
9117817,2,149.00,7,
7544811,2,300.00,1,
1646432,2,120.00,2,9
1778294,1,120.00,2,10
7859630,1,40.00,2,10
20651281,1,45.00,1,8
4791542,1,42.00,1,
20651217,1,165.00,1,10
1645667,2,120.00,2,9
2825322,1,55.00,12,9
9116734,1,55.00,2,10
3611620,1,45.00,1,9
14884485,1,45.00,1,8
16457286,1,38.00,1,10
9857249,1,94.00,1,10
9634880,1,63.00,1,10
11736796,1,59.00,1,9
20650685,1,60.00,1,
15008650,1,60.00,1,10
13859707,1,750.00,1,
11131234,1,40.00,1,
20650006,1,65.00,2,10
15927695,1,150.00,1,9
9900572,1,53.00,1,
11786629,3,215.00,2,9
20650276,2,185.00,3,10
202273,1,67.00,3,9
7018007,1,45.00,1,9
12652964,1,250.00,1,10
2829713,1,115.00,1,10
6492449,2,160.00,1,9
14357487,1,45.00,1,10
18158353,1,60.00,1,10
11371099,1,83.00,1,10
18025591,1,112.00,1,10
8072371,3,399.00,3,9
13830827,1,80.00,1,
1117516,1,99.00,1,9
15535391,1,125.00,1,9
9112009,1,65.00,1,9
7800835,1,110.00,1,10
592831,1,54.00,1,10
19991488,0,45.00,2,
16321376,1,70.00,1,10
19467086,1,60.00,1,10
12651245,1,40.00,1,10
1245624,1,79.00,2,10
9011614,3,150.00,1,10
9898409,0,160.00,1,
9898344,4,99.00,2,8
21038471,1,58.00,1,
197942,2,99.00,1,9
20218031,1,58.00,1,
8979762,1,85.00,2,10
19596151,1,60.00,1,9
4129513,1,57.00,7,7
4915953,2,150.00,2,9
20490991,1,47.00,2,10
17892401,1,50.00,1,10
14615541,1,65.00,1,9
15324542,1,38.00,1,10
8387244,1,65.00,1,9
673248,2,89.00,3,9
18120946,1,95.00,3,10
9864155,2,125.00,1,10
11698202,1,50.00,1,8
3309572,1,90.00,1,9
8815099,3,200.00,1,10
16546581,2,120.00,1,9
17463985,2,260.00,1,10
13658448,1,150.00,1,10
16283324,1,85.00,6,10
5928632,1,69.00,1,9
4881408,1,75.00,1,9
14187475,1,200.00,1,10
4491261,1,63.00,4,9
14710717,1,80.00,1,10
19532262,1,54.00,2,
19691108,0,99.00,1,10
14579123,1,55.00,2,10
816503,1,85.00,2,8
16414081,1,85.00,1,8
20214413,2,100.00,1,10
20607428,1,75.00,1,10
11039092,1,99.00,1,10
29013,1,60.00,2,9
20607322,0,100.00,1,
21053629,1,59.00,1,
1863930,2,120.00,1,9
19951868,2,80.00,1,
19689686,1,55.00,1,
19298754,1,32.00,3,
5142888,1,68.00,1,10
13004484,1,75.00,2,10
422414,1,39.00,7,9
13398514,1,102.00,1,8
14840286,4,541.00,1,8
20868554,1,65.00,1,
11562327,4,200.00,1,10
15102026,1,55.00,1,10
11168411,1,38.00,1,
14838379,1,78.00,1,10
18508331,1,250.00,1,
157442,1,115.00,1,10
1992499,1,59.00,1,9
19949310,1,200.00,1,2
6973159,1,40.00,1,10
21150668,1,60.00,1,
6973057,1,79.00,2,9
2254428,1,45.00,1,9
9332324,2,115.00,1,9
5006885,1,48.00,1,
18899898,1,50.00,1,10
18637680,3,160.00,2,10
9331520,1,165.00,1,10
18637631,1,130.00,1,9
15360687,1,95.00,1,10
25235,2,100.00,2,9
9415109,2,142.00,1,9
18375246,1,54.00,1,10
15884886,1,70.00,1,10
8151605,2,180.00,1,10
287272,1,125.00,1,9
6033498,1,140.00,1,10
7518967,1,58.00,6,10
4481474,1,135.00,2,10
4089102,2,152.00,2,9
12870891,1,69.00,9,9
16146828,1,60.00,1,10
14180715,1,121.00,2,9
14835670,2,95.00,1,9
6316005,2,240.00,1,9
921585,2,250.00,1,9
3694441,2,200.00,1,9
14966494,1,75.00,9,9
17325829,2,100.00,1,9
9987543,1,60.00,2,9
15885045,3,80.00,1,
941165,1,30.00,1,9
244235,1,180.00,1,7
2776119,0,68.00,1,10
18635822,1,58.00,10,9
6315050,1,65.00,1,
13841625,1,45.00,1,10
5659666,1,115.00,1,9
4612401,1,70.00,1,
5136673,1,40.00,1,
1335550,1,55.00,12,9
17719502,5,275.00,1,10
20471968,1,295.00,1,10
16670882,1,100.00,1,10
20603008,1,50.00,3,10
6316121,1,129.00,2,10
13262935,1,60.00,2,9
15883070,1,39.00,1,9
20064477,1,40.00,3,10
7363337,1,101.00,1,10
20208354,1,60.00,2,10
20994771,1,265.00,2,10
20994674,1,50.00,1,10
12082737,1,53.00,1,
18767273,1,99.00,1,10
3693901,1,55.00,1,4
18856364,1,70.00,1,7
17848838,1,80.00,1,10
17456803,1,110.00,2,9
18374250,1,30.00,1,9
19162270,1,28.00,4,10
7756711,1,99.00,1,8
18506717,1,43.00,1,8
7754916,1,60.00,1,5
4085413,1,125.00,1,9
20207216,1,60.00,1,9
19159503,1,38.00,1,
16275030,1,29.00,3,9
14858485,1,65.00,1,6
16274836,1,37.00,3,9
20075884,1,65.00,2,8
16405737,1,50.00,1,10
20254247,1,50.00,2,10
6051044,1,40.00,4,9
17978570,1,60.00,2,6
13128747,2,120.00,2,10
1987546,1,60.00,12,9
18746866,3,350.00,2,10
3953554,1,33.00,3,8
12211018,1,79.00,3,
16234641,1,33.00,1,10
6574353,1,85.00,1,
18108590,1,65.00,3,7
4870239,2,100.00,3,10
287417,9,300.00,1,8
18894931,1,49.00,1,10
11685868,1,120.00,1,9
13782517,1,30.00,1,9
18763198,1,75.00,2,10
15447965,3,140.00,1,
4547143,1,55.00,1,
4738464,1,43.00,1,9
7359878,1,50.00,1,
4083049,3,315.00,1,9
11423050,1,84.00,1,
20729133,1,49.00,1,
1069758,1,49.00,1,9
14832244,1,40.00,7,9
18108981,1,195.00,1,10
12210730,1,54.00,3,6
11031059,1,66.00,1,
21123576,1,55.00,1,
13783508,5,325.00,1,9
1467106,1,155.00,2,9
352990,1,75.00,5,8
19839026,1,32.00,1,10
9194718,2,99.00,1,2
11291712,1,50.00,3,10
10243142,1,60.00,1,8
12602408,1,60.00,1,9
2297147,1,70.00,1,9
12209944,3,265.00,1,10
18894532,1,87.00,2,10
19943029,1,160.00,1,10
15224785,0,88.00,1,9
3035054,3,220.00,4,9
18855918,1,85.00,1,
14421313,1,40.00,1,10
18746572,3,225.00,1,9
17583304,1,200.00,1,9
18236999,1,50.00,1,10
1197135,1,54.00,1,9
16794654,1,30.00,1,
17298,3,180.00,3,9
9978664,1,50.00,1,
281220,3,300.00,2,9
16665181,1,75.00,1,9
16534098,1,45.00,2,10
11553357,1,125.00,4,9
6572570,1,78.00,4,9
5917209,2,190.00,1,10
14961122,0,99.00,1,9
9193933,1,130.00,1,10
3819946,1,33.00,2,8
5303927,1,55.00,1,
8274113,1,67.00,1,9
16403092,1,99.00,1,
7226624,1,39.00,1,
8522395,1,41.00,3,10
19838251,1,59.00,1,10
3161739,1,125.00,1,9
10969203,1,59.00,1,9
18235996,1,69.00,2,8
14959195,1,80.00,1,10
9978451,1,55.00,1,8
1851926,0,95.00,1,9
15745537,3,313.00,1,10
20602769,2,180.00,1,
15482081,1,50.00,4,9
14696542,1,60.00,1,10
20725759,1,50.00,1,8
19676301,1,31.00,1,9
10107568,1,52.00,2,9
4480793,2,125.00,2,9
9976295,1,65.00,1,10
19020205,1,65.00,1,6
14434,1,60.00,2,9
13415442,1,45.00,1,10
7263042,1,50.00,1,9
20331431,0,56.00,1,
4077460,2,215.00,1,9
15481211,1,50.00,3,10
9713934,1,50.00,1,9
9713116,1,50.00,1,10
19936586,1,100.00,2,
20995454,1,30.00,1,
9941890,2,85.00,1,9
12940,2,110.00,1,8
2110127,1,110.00,1,9
11022939,1,85.00,1,7
14299576,1,155.00,2,10
12071153,1,100.00,1,9
17445068,1,60.00,5,8
15740950,1,70.00,1,
14167924,4,500.00,2,10
9318239,1,90.00,1,10
19414211,2,140.00,1,10
16788336,1,20.00,6,9
20589362,1,160.00,1,
16788226,1,35.00,6,9
6302460,1,55.00,1,10
9448152,1,40.00,1,8
9155021,1,92.00,1,10
16788137,1,30.00,6,10
