id,bedrooms,price,number_of_reviews
13759829,1,95.00,1
16106196,1,75.00,2
14022135,4,325.00,8
15347362,1,90.00,5
16626195,1,90.00,1
10135775,1,141.00,0
5587500,3,1,305.00,2
3520841,1,115.00,11
5722319,0,160.00,125
1102027,1,120.00,50
16404688,3,120.00,1
16539738,2,200.00,0
15710419,2,85.00,1
15483412,1,42.00,6
12462276,3,321.00,2
3819439,1,90.00,4
309436,1,155.00,52
16433790,2,125.00,5
4044970,1,90.00,7
4498117,2,69.00,5
3392670,1,145.00,14
11968715,2,115.00,0
15870113,4,190.00,0
16387435,1,70.00,4
6791363,3,120.00,10
3902098,6,450.00,84
15771785,1,400.00,6
17708042,1,100.00,0
3530418,1,110.00,0
8792777,1,160.00,7
9784795,7,450.00,20
15906779,1,80.00,3
1787633,4,194.00,11
9772693,2,100.00,9
8535626,4,160.00,2
9347195,3,119.00,13
5546109,2,120.00,12
6340144,5,175.00,5
7259667,2,125.00,2
15446545,1,100.00,1
13600799,1,95.00,9
16106280,1,50.00,11
5846908,1,79.00,5
17311781,0,125.00,0
13871129,3,175.00,0
1232048,1,74.00,200
8761483,1,85.00,0
543914,3,115.00,183
2837289,4,290.00,14
6708222,4,390.00,6
6016788,2,95.00,49
1801997,3,300.00,0
2471189,0,100.00,4
13088024,3,250.00,0
1826347,1,83.00,17
6471190,1,85.00,55
5316574,1,123.00,85
15736806,2,150.00,0
4399067,7,700.00,50
3428858,2,175.00,6
15284502,10,375.00,9
14925109,1,95.00,1
12819862,2,120.00,7
16235805,2,89.00,2
13579944,1,125.00,1
2116719,1,90.00,19
14208989,2,120.00,2
1057380,1,105.00,22
14529712,1,110.00,6
10418440,1,99.00,2
5944422,1,80.00,12
6826043,2,150.00,24
14335768,1,78.00,15
9996278,1,65.00,4
2837274,3,140.00,13
13414634,1,65.00,5
9346390,3,73.00,1
14201892,3,165.00,3
16352821,1,175.00,1
9481287,1,95.00,5
16301227,1,50.00,11
13483155,3,110.00,2
7816866,1,74.00,3
17631393,3,245.00,0
13413379,1,91.00,3
17216413,1,90.00,4
16364915,1,60.00,0
15616455,2,90.00,9
17244684,0,45.00,0
16000168,1,50.00,2
10500911,1,85.00,71
664697,1,87.00,63
3713986,3,125.00,1
11596611,3,131.00,5
8367955,1,79.00,67
