id,bedrooms,price,number_of_reviews
11155185,1,496.00,3
12596980,0,900.00,8
12199170,1,1,000.00,0
5215262,1,1,047.00,1
13334276,1,271.00,0
5776675,1,372.00,3
11422375,0,752.00,0
8849713,0,900.00,3
5198948,1,799.00,1
11722380,1,349.00,3
4372254,2,698.00,54
7120214,1,1,598.00,0
9795413,1,698.00,4
5175492,1,551.00,4
8398193,1,1,202.00,1
11228316,0,481.00,0
4090138,0,388.00,44
10778485,1,900.00,0
4297908,2,799.00,5
6944627,1,442.00,4
13776761,1,140.00,0
7038531,1,496.00,4
2299046,0,473.00,54
1984693,3,3,001.00,2
1922220,1,651.00,73
9065705,2,690.00,2
9189276,1,597.00,3
1887379,1,799.00,6
13149695,1,698.00,0
14171805,0,752.00,0
9340548,1,698.00,0
11972203,0,489.00,1
4576534,1,527.00,11
4137890,1,1,000.00,7
9402371,1,993.00,5
13178170,0,752.00,1
10090512,1,496.00,0
12613661,0,698.00,1
11539787,1,403.00,0
534106,2,1,000.00,12
10638693,0,597.00,10
419424,2,1,086.00,69
13981054,1,202.00,0
3548826,1,651.00,0
2774414,2,2,598.00,2
13948300,1,1,202.00,1
1849434,1,659.00,23
13505948,2,698.00,1
11331240,2,1,000.00,1
13482117,1,799.00,2
481671,1,302.00,0
9722845,2,605.00,24
3731850,1,597.00,60
10640339,2,1,101.00,1
284141,2,620.00,22
11507185,0,597.00,13
1054196,1,993.00,20
801022,2,2,319.00,2
13145635,1,496.00,1
14194222,1,1,000.00,0
6404400,1,1,101.00,18
8583481,1,698.00,3
11779035,1,318.00,7
8091977,1,1,497.00,0
14083888,1,217.00,1
13084479,2,458.00,0
12548440,1,853.00,3
6207831,1,698.00,0
7989052,1,388.00,13
4849380,2,1,000.00,13
6404466,2,1,000.00,0
9795961,1,427.00,0
4505320,0,558.00,3
4721045,1,651.00,0
2112136,1,597.00,7
12302720,1,597.00,1
13952862,1,341.00,1
13178482,0,698.00,1
5178294,1,853.00,0
14018415,0,799.00,0
7059857,1,396.00,1
846482,2,683.00,33
10147301,0,310.00,3
10184602,1,1,280.00,0
8493148,0,651.00,6
10172866,1,279.00,10
11762133,0,388.00,8
10172887,1,349.00,17
2193841,0,892.00,74
14297024,1,690.00,0
1896903,2,721.00,2
10840002,1,248.00,0
2002611,0,551.00,10
11659206,2,1,000.00,0
1910724,2,791.00,1
10442457,0,799.00,23
14285320,3,318.00,0
7027204,1,698.00,17
10062256,1,496.00,5
12892708,0,357.00,1
6412035,1,752.00,43
4946517,0,527.00,18
8395058,1,752.00,42
9889832,1,861.00,4
14018612,1,799.00,0
9157240,1,907.00,8
6133567,2,799.00,39
13592651,0,248.00,2
1534018,1,752.00,1
10638819,1,776.00,1
4810868,1,745.00,3
8361129,1,853.00,2
8083308,1,349.00,2
9358335,2,1,210.00,2
1489607,1,551.00,5
8004587,1,582.00,9
12179338,2,1,629.00,0
5769005,2,1,000.00,25
2046656,0,698.00,27
3069856,1,349.00,2
8867570,0,752.00,6
10232817,1,341.00,3
1157314,1,721.00,3
9906388,1,1,419.00,3
13838561,1,496.00,0
6777051,2,1,598.00,11
9980375,0,752.00,0
10393563,2,1,993.00,1
10952491,1,760.00,3
11778842,1,892.00,0
14309373,1,388.00,0
13592836,1,659.00,0
677901,1,551.00,3
12593434,1,388.00,5
5569350,0,271.00,0
909601,1,496.00,30
12900395,1,799.00,2
