id,bedrooms,price,number_of_reviews
10778114,1,120.00,0
14348712,1,75.00,5
15749806,1,69.00,2
9602076,1,140.00,10
15952233,2,129.00,17
14737754,2,124.00,25
3592153,4,450.00,58
17230584,2,160.00,0
10932760,1,65.00,1
13168698,1,67.00,0
14621438,1,45.00,7
3735789,1,85.00,46
11255072,1,50.00,7
12988227,1,190.00,0
16080628,1,38.00,4
6456408,1,70.00,7
4075119,3,195.00,10
7524194,1,159.00,0
5156988,1,67.00,96
10780210,1,100.00,0
16786741,1,55.00,0
421239,1,68.00,67
711324,1,117.00,0
13052587,1,100.00,8
14588096,1,140.00,18
14012265,2,120.00,1
12905439,3,75.00,9
14871497,1,72.00,3
14596,1,115.00,132
275425,2,305.00,2
15610715,3,250.00,19
8404040,1,80.00,1
11798496,1,80.00,3
7503783,1,55.00,13
7806387,1,50.00,1
13105158,3,1,000.00,0
8777085,1,80.00,2
13545689,2,999.00,0
6880255,1,30.00,2
171883,1,59.00,47
16945019,1,110.00,2
6841000,1,39.00,1
15885025,4,400.00,0
424596,1,110.00,218
3051772,1,85.00,81
16917989,2,250.00,0
13985603,1,55.00,0
15422779,1,50.00,1
1127289,1,125.00,107
11791201,1,50.00,3
16812211,1,40.00,0
15544101,1,120.00,0
14532559,2,208.00,5
14465748,1,50.00,0
9172919,2,135.00,108
7414933,1,99.00,95
12904818,1,200.00,5
13285897,2,130.00,2
9367734,1,125.00,5
5335821,2,165.00,63
4872696,1,130.00,0
8612836,1,99.00,28
16321491,2,89.00,0
14200491,1,130.00,22
5887650,1,85.00,121
14870373,0,98.00,26
14586405,2,157.00,1
8991385,3,160.00,90
13546167,2,105.00,21
227966,1,95.00,142
6710681,1,120.00,31
13738448,1,105.00,4
17038030,0,450.00,0
9130624,2,300.00,1
12317410,0,55.00,6
13397033,2,110.00,10
5332689,2,184.00,52
16673324,2,120.00,3
4697084,2,220.00,41
11122611,2,149.00,29
2684689,1,100.00,182
15742326,2,130.00,13
12022740,2,300.00,17
6001077,2,300.00,53
10597886,2,100.00,55
14006480,2,127.00,35
9204654,2,150.00,1
14397845,1,96.00,7
16907884,2,130.00,0
12695746,2,149.00,12
16366201,2,160.00,1
15757589,1,79.00,4
12007045,2,110.00,42
6550308,0,70.00,84
17309108,4,170.00,0
7495163,2,199.00,3
13966927,1,110.00,16
8050059,1,90.00,4
12279020,1,40.00,21
2400008,1,200.00,0
9936963,2,100.00,0
12414968,1,20.00,0
9970047,1,50.00,0
11158868,2,1,000.00,0
14705410,1,122.00,7
9955306,1,120.00,0
17197136,1,80.00,0
16688438,1,35.00,0
12305028,1,28.00,41
11623149,1,50.00,0
5140379,2,190.00,3
736773,1,50.00,29
8399632,1,49.00,3
6695877,1,60.00,1
10268094,1,34.00,0
16217899,2,120.00,0
12552542,1,300.00,0
15415544,1,40.00,25
736794,1,50.00,23
2361699,1,376.00,0
11418545,2,430.00,0
7896200,2,149.00,0
13842046,1,98.00,1
17166798,1,25.00,0
766628,1,28.00,43
9507277,1,61.00,29
12075424,1,100.00,8
15253519,1,72.00,0
8011817,1,400.00,0
6914056,1,150.00,11
16138294,2,130.00,1
15695932,0,75.00,12
13917911,2,120.00,44
13287446,2,119.00,47
5718092,1,95.00,0
15466582,2,125.00,0
12566612,2,60.00,2
15237202,1,89.00,17
6946136,1,69.00,63
11960414,1,30.00,1
4931656,1,53.00,68
13959258,1,90.00,20
14745699,1,100.00,17
12533865,2,135.00,37
5455984,1,100.00,0
6609524,1,90.00,3
10354799,1,70.00,20
4407415,1,70.00,14
15351936,1,135.00,3
14024831,2,115.00,23
3211366,2,140.00,168
4407393,1,95.00,167
13907307,1,29.00,54
5931145,1,92.00,41
6111384,4,300.00,14
15188127,1,70.00,5
6029465,2,200.00,11
16318629,2,90.00,2
14074028,1,50.00,3
13074605,1,40.00,6
12779694,1,69.00,5
7274675,1,100.00,0
17023165,2,220.00,0
15253695,2,375.00,1
4470132,1,79.00,57
16908488,1,70.00,1
17219788,1,50.00,0
5390518,2,119.00,99
747976,1,34.00,62
9912531,1,110.00,6
17285337,1,100.00,0
14926044,2,120.00,7
16662753,1,25.00,0
9896184,1,361.00,1
13828348,2,120.00,12
5112045,2,129.00,21
15466746,1,60.00,3
7192835,1,65.00,8
12484873,1,70.00,3
13582605,1,79.00,6
10486033,1,52.00,13
5914901,2,200.00,2
13941378,1,29.00,3
6226192,1,40.00,59
11567383,1,40.00,2
12083248,2,76.00,6
8519972,1,80.00,3
2162973,1,108.00,42
16990508,2,600.00,0
16433483,1,80.00,0
15597622,1,110.00,19
4470152,1,69.00,71
9934222,2,160.00,6
14319959,1,80.00,1
6217269,2,119.00,105
17023346,2,130.00,1
426326,1,36.00,86
14139765,1,55.00,10
13212956,1,44.00,0
14713214,1,64.00,3
15450495,1,49.00,9
7618931,1,79.00,134
16042129,1,50.00,6
9879937,1,90.00,65
14680476,1,37.00,4
5554582,1,45.00,77
8143268,1,30.00,0
13271459,1,65.00,5
15499687,1,35.00,9
6847386,1,50.00,0
10589596,1,108.00,19
393631,3,180.00,72
16040367,1,42.00,4
11977138,2,180.00,10
16662968,1,100.00,0
9835934,1,25.00,7
3899828,1,85.00,15
3719614,1,100.00,4
13730241,2,550.00,10
1556554,3,150.00,4
4177992,1,45.00,69
13904831,1,38.00,2
10781131,2,100.00,2
4030934,2,199.00,0
6865374,1,70.00,17
13910497,1,50.00,1
9224676,1,50.00,24
14829565,1,72.00,1
15985405,1,58.00,4
13910515,1,75.00,6
14778870,1,62.00,7
14172677,2,200.00,5
15955372,2,50.00,4
14604357,2,75.00,1
1982951,1,39.00,161
12190222,2,160.00,17
999963,3,165.00,7
14737498,2,125.00,13
11663653,1,85.00,3
9486894,1,20.00,0
10617389,0,55.00,0
15818846,1,26.00,5
2146858,1,39.00,32
12285598,2,175.00,3
15270463,1,60.00,1
12567097,1,65.00,49
8454707,2,99.00,95
6938725,4,130.00,1
7455315,1,90.00,25
14729820,1,27.00,3
4981330,1,125.00,61
17154661,1,60.00,0
2394893,1,50.00,65
13255271,1,40.00,34
14680708,2,100.00,2
3818101,1,72.00,11
14811782,2,149.00,6
5092800,2,120.00,21
17188048,1,80.00,0
6177426,1,55.00,0
11272851,1,68.00,23
16351893,1,79.00,0
4080295,1,55.00,1
15696557,2,80.00,1
13353649,1,65.00,3
3244677,1,95.00,192
14729914,2,155.00,5
11436734,1,99.00,0
11551428,1,35.00,2
11551438,1,70.00,4
9172429,1,35.00,0
13370054,2,150.00,39
14533329,1,100.00,13
16941783,2,170.00,0
15871602,1,110.00,7
15474529,1,58.00,7
17154793,1,120.00,3
8274653,1,37.00,18
7406317,2,189.00,16
15581939,1,112.00,4
16717269,5,500.00,0
4965105,1,125.00,46
1929739,1,45.00,41
8225515,1,29.00,108
15041289,1,49.00,4
14730002,1,27.00,22
8405783,1,60.00,2
13620699,1,50.00,2
15139623,1,120.00,4
15401778,1,60.00,2
13655082,1,115.00,2
3408673,2,49.00,105
13665080,1,21.00,12
16663355,1,40.00,5
16335673,1,40.00,1
8405804,5,399.00,52
13863733,3,110.00,2
13320332,2,135.00,20
17253199,1,100.00,0
5849931,2,82.00,29
12649302,1,80.00,11
13484889,2,175.00,1
8618844,1,85.00,0
9998986,1,95.00,78
17165687,1,50.00,0
13583207,1,25.00,2
14402413,1,80.00,15
11551602,1,60.00,2
12878703,1,34.00,20
14402425,2,149.00,20
11538015,1,65.00,28
7619391,1,47.00,11
1131404,1,110.00,23
15025047,3,295.00,0
13812621,1,60.00,24
13026201,2,50.00,2
2917267,5,208.00,32
9969686,1,45.00,11
16827293,1,52.00,0
13026204,2,110.00,8
11207583,1,22.00,6
12484741,1,41.00,1
7275429,1,60.00,10
16532401,1,58.00,0
7610523,4,460.00,61
7259054,1,55.00,63
15729599,1,60.00,0
16106435,1,50.00,2
17122248,2,75.00,0
7160768,2,205.00,42
4317345,1,75.00,7
11437012,1,125.00,1
2671586,3,97.00,1
16909285,5,200.00,0
11584484,3,90.00,6
5604332,1,100.00,0
15533045,1,45.00,3
16794615,1,60.00,2
16598017,1,50.00,0
17302539,1,65.00,0
2474966,1,90.00,200
8963080,1,110.00,34
9651195,0,80.00,70
8520720,2,125.00,17
6095885,1,110.00,29
13527897,3,135.00,3
11207702,2,165.00,21
14009374,2,180.00,11
13721777,1,60.00,0
8963129,1,100.00,3
6489113,1,77.00,94
